z,a1,n0,n1,a0,a0_avg
0.0871,1e-06,1.0,0.003936,0.917649,0.917649
0.1828,0.070001,1.0,0.043739,0.917649,0.917649
0.2785,0.140001,1.0,0.083542,0.917649,0.917649
0.3742,0.210001,1.0,0.123346,0.917649,0.917649
0.4699,0.210001,1.0,0.123346,0.917649,0.917649
0.5656,0.210001,1.0,0.123346,0.917649,0.917649
0.6613,0.42992,1.0,0.163149,0.917649,0.917649
0.757,0.630001,1.0,0.281835,0.917649,0.917649
0.8527,0.693053,1.0,0.401968,0.917649,0.917649
0.9484,0.77,1.0,0.441771,0.917649,0.917649
1.0441,0.834368,1.0,0.481574,0.917649,0.917649
1.1398,0.91,1.0,0.521378,0.917649,0.917649
1.2355,0.98,1.0,0.561181,0.917649,0.917649
1.3312,1.05,0.982866,0.600984,0.917649,0.917649
1.4269,1.12,0.91954,0.640787,0.917649,0.917649
1.5226,1.183391,0.856614,0.68059,0.917649,0.917649
1.6183,1.193882,0.798028,0.720394,0.917649,0.917649
1.714,1.197455,0.745772,0.760197,0.917649,0.917649
1.8097,1.197455,0.701493,0.8,0.917649,0.917649
1.9054,1.209565,0.664199,0.8,0.917649,0.917649
2.0011,1.26,0.6325,0.8,0.917649,0.917649
