z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,1.99456,0.959644,0.959644
0.1828,0.1195,1.0,2.0,0.959644,0.959644
0.2785,0.139104,1.0,2.0,0.959644,0.959644
0.3742,0.5575,1.0,0.103132,0.959644,0.959644
0.4699,0.667,1.0,0.073085,0.959644,0.959644
0.5656,0.7765,1.0,0.049032,0.959644,0.959644
0.6613,0.7765,1.0,0.562226,0.959644,0.959644
0.757,0.7765,0.975684,1.66956,0.959644,0.959644
0.8527,0.874024,0.753033,2.0,0.959644,0.959644
0.9484,1.059156,0.535861,1.466312,0.959644,0.959644
1.0441,1.242751,0.406227,1.007229,0.959644,0.959644
1.1398,1.39802,0.348282,0.721146,0.959644,0.959644
1.2355,1.527758,0.326766,0.538614,0.959644,0.959644
1.3312,1.646379,0.300323,0.416097,0.959644,0.959644
1.4269,1.762,0.258032,0.322012,0.959644,0.959644
1.5226,1.870533,0.215208,0.254112,0.959644,0.959644
1.6183,1.967254,0.178176,0.204366,0.959644,0.959644
1.714,2.053805,0.146965,0.167345,0.959644,0.959644
1.8097,2.132494,0.122912,0.139558,0.959644,0.959644
1.9054,2.2,0.103506,0.119221,0.959644,0.959644
2.0011,2.2,0.088855,0.11908,0.959644,0.959644
