z,a1,n0,n1,a0,a0_avg
0.0871,0.294,1.0,2.0,0.977417,0.977417
0.1828,0.436,1.0,2.0,0.977417,0.977417
0.2785,0.578,1.0,2.0,0.977417,0.977417
0.3742,0.676901,1.0,1.500025,0.977417,0.977417
0.4699,0.708676,1.0,1.40003,0.977417,0.977417
0.5656,0.85893,1.0,1.338839,0.977417,0.977417
0.6613,1.085724,0.842775,1.20004,0.977417,0.977417
0.757,1.203889,0.596445,1.100045,0.977417,0.977417
0.8527,1.272988,0.413194,1.00005,0.977417,0.977417
0.9484,1.325042,0.295133,0.900055,0.977417,0.977417
1.0441,1.373377,0.219199,0.80006,0.977417,0.977417
1.1398,1.425528,0.168659,0.700065,0.977417,0.977417
1.2355,1.486291,0.133552,0.60007,0.977417,0.977417
1.3312,1.572,0.10823,0.500075,0.977417,0.977417
1.4269,1.714,0.089206,0.40008,0.977417,0.977417
1.5226,1.856,0.074949,0.300085,0.977417,0.977417
1.6183,1.998,0.063549,0.20009,0.977417,0.977417
1.714,2.27184,0.054455,0.100095,0.977417,0.977417
1.8097,2.85,0.047319,0.025436,0.977417,0.977417
1.9054,2.85,0.041567,0.025126,0.977417,0.977417
2.0011,2.85,0.036847,0.024838,0.977417,0.977417
