z,a1,n0,n1,a0,a0_avg
0.0871,0.008258,1.0,3e-06,0.912328,0.915422
0.1828,0.005808,1.0,5e-06,0.912324,0.915422
0.2785,0.003553,1.0,1e-05,0.912476,0.915422
0.3742,0.004199,1.0,2.4e-05,0.912403,0.915422
0.4699,0.003451,1.0,5.4e-05,0.913575,0.915422
0.5656,0.003608,1.0,5e-06,0.911259,0.915422
0.6613,0.005507,1.0,3.1e-05,0.896472,0.915422
0.757,0.236323,1.0,1.0,0.889016,0.915422
0.8527,0.411985,1.0,1.0,0.898625,0.915422
0.9484,0.533825,1.0,1.0,0.905637,0.915422
1.0441,0.637244,1.0,1.0,0.911128,0.915422
1.1398,0.731446,1.0,1.0,0.916136,0.915422
1.2355,0.819502,1.0,1.0,0.920302,0.915422
1.3312,0.900835,0.996307,1.0,0.923903,0.915422
1.4269,0.964541,0.967067,1.0,0.926507,0.915422
1.5226,1.013311,0.921335,1.0,0.927876,0.915422
1.6183,1.051958,0.874407,1.0,0.928118,0.915422
1.714,1.080524,0.822119,1.0,0.927825,0.915422
1.8097,1.105243,0.774155,1.0,0.927408,0.915422
1.9054,1.121905,0.722205,1.0,0.926206,0.915422
2.0011,1.136308,0.676578,1.0,0.924328,0.915422
