z,a1,n0,n1,a0,a0_avg
0.0871,0.13,1.0,0.017795,0.915422,0.915422
0.1828,0.155533,1.0,0.017795,0.915422,0.915422
0.2785,0.155533,1.0,0.017795,0.915422,0.915422
0.3742,0.155533,1.0,0.053739,0.915422,0.915422
0.4699,0.155533,1.0,0.103542,0.915422,0.915422
0.5656,0.195001,1.0,0.153346,0.915422,0.915422
0.6613,0.469683,1.0,0.203149,0.915422,0.915422
0.757,0.585001,1.0,0.349407,0.915422,0.915422
0.8527,0.639802,1.0,0.501968,0.915422,0.915422
0.9484,0.715,1.0,0.551771,0.915422,0.915422
1.0441,0.78,1.0,0.601574,0.915422,0.915422
1.1398,0.845,1.0,0.651378,0.915422,0.915422
1.2355,0.91,1.0,0.701181,0.915422,0.915422
1.3312,0.975,0.996307,0.750984,0.915422,0.915422
1.4269,1.022128,0.967067,0.800787,0.915422,0.915422
1.5226,1.047488,0.921335,0.85059,0.915422,0.915422
1.6183,1.065426,0.874407,0.900394,0.915422,0.915422
1.714,1.074912,0.822119,0.950197,0.915422,0.915422
1.8097,1.081406,0.774155,1.0,0.915422,0.915422
1.9054,1.105,0.722205,1.0,0.915422,0.915422
2.0011,1.17,0.676578,1.0,0.915422,0.915422
