-4.05975,1.3299E-157,1.8073E-125,2.456E-93,3.3376E-61,4.5355E-29,6163.5,4.7652E+016,2.6943E+017,8.0167E+017,1.7233E+018,2.6293E+018,3.6018E+018,4.232E+018,4.9585E+018,8.4163E+018,5.7703E+018,2.2182E+019,3.0923E+019,3.6055E+019,2.3897E+019,2.677E+019,4.2426E+019
-3.924,2.3319E-157,3.1689E-125,4.3063E-93,5.852E-61,7.9525E-29,10807,8.2246E+016,4.5351E+017,1.3266E+018,2.8398E+018,4.3394E+018,6.0103E+018,7.0672E+018,8.2787E+018,1.381E+019,9.4498E+018,3.4785E+019,5.0258E+019,5.9039E+019,3.617E+019,4.0219E+019,6.8306E+019
-3.78825,4.1296E-157,5.6118E-125,7.6261E-93,1.0363E-60,1.4083E-28,19138,1.4435E+017,7.8954E+017,2.2857E+018,4.7837E+018,7.2139E+018,9.9916E+018,1.1608E+019,1.3484E+019,2.3004E+019,1.5218E+019,5.995E+019,8.1784E+019,9.4131E+019,6.2152E+019,6.8967E+019,1.0749E+020
-3.6525,6.589E-157,8.954E-125,1.2168E-92,1.6535E-60,2.2471E-28,30536,2.257E+017,1.1861E+018,3.3411E+018,7.0022E+018,1.0546E+019,1.4358E+019,1.6383E+019,1.8883E+019,3.1022E+019,2.0872E+019,7.59E+019,1.0931E+020,1.2741E+020,7.5868E+019,8.35E+019,1.4301E+020
-3.51675,1.01E-156,1.3726E-124,1.8652E-92,2.5347E-60,3.4445E-28,46809,3.4121E+017,1.7554E+018,4.8235E+018,9.8024E+018,1.4435E+019,1.9113E+019,2.1473E+019,2.4567E+019,4.0248E+019,2.6634E+019,9.7261E+019,1.3808E+020,1.5963E+020,9.4742E+019,1.0355E+020,1.7583E+020
-3.381,1.4267E-156,1.9388E-124,2.6347E-92,3.5804E-60,4.8655E-28,66119,4.7184E+017,2.3585E+018,6.3392E+018,1.2563E+019,1.809E+019,2.3564E+019,2.6013E+019,2.9527E+019,4.7928E+019,3.1305E+019,1.1325E+020,1.5971E+020,1.8345E+020,1.0711E+020,1.162E+020,1.9784E+020
-3.24525,1.8812E-156,2.5564E-124,3.474E-92,4.721E-60,6.4155E-28,87182,6.0526E+017,2.8843E+018,7.5033E+018,1.4821E+019,2.1329E+019,2.7475E+019,2.972E+019,3.3378E+019,5.2654E+019,3.4458E+019,1.1743E+020,1.7098E+020,1.9722E+020,1.061E+020,1.1391E+020,2.0789E+020
-3.1095,2.4263E-156,3.2972E-124,4.4806E-92,6.0889E-60,8.2743E-28,112440,7.6482E+017,3.5502E+018,9.0013E+018,1.7147E+019,2.4137E+019,3.0714E+019,3.2564E+019,3.6047E+019,5.7796E+019,3.6188E+019,1.3046E+020,1.7861E+020,2.0138E+020,1.1456E+020,1.2202E+020,2.0681E+020
-2.97375,3.0104E-156,4.0909E-124,5.5592E-92,7.5546E-60,1.0266E-27,139510,9.2073E+017,4.0562E+018,9.883E+018,1.8551E+019,2.5864E+019,3.2405E+019,3.344E+019,3.6722E+019,5.6545E+019,3.5589E+019,1.1735E+020,1.7054E+020,1.9445E+020,9.6722E+019,1.0179E+020,1.9461E+020
-2.838,3.696E-156,5.0226E-124,6.8254E-92,9.2752E-60,1.2604E-27,171290,1.1029E+018,4.7061E+018,1.1091E+019,1.9912E+019,2.6981E+019,3.3077E+019,3.3003E+019,3.5863E+019,5.6245E+019,3.3539E+019,1.1714E+020,1.6074E+020,1.795E+020,9.2526E+019,9.6445E+019,1.7487E+020
-2.70225,4.413E-156,5.997E-124,8.1496E-92,1.1075E-59,1.505E-27,204520,1.2735E+018,5.1337E+018,1.1603E+019,2.0491E+019,2.7319E+019,3.2908E+019,3.1754E+019,3.4149E+019,5.2841E+019,3.0739E+019,1.0475E+020,1.4536E+020,1.6207E+020,7.7929E+019,8.04E+019,1.541E+020
-2.5665,5.1929E-156,7.0568E-124,9.5897E-92,1.3032E-59,1.7709E-27,240660,1.4507E+018,5.5655E+018,1.2046E+019,2.0531E+019,2.6892E+019,3.191E+019,2.9789E+019,3.1744E+019,4.9124E+019,2.7453E+019,9.4089E+019,1.2899E+020,1.4277E+020,6.5793E+019,6.7188E+019,1.3264E+020
-2.43075,5.9847E-156,8.1328E-124,1.1052E-91,1.5019E-59,2.041E-27,277350,1.6244E+018,5.9937E+018,1.2464E+019,2.0256E+019,2.5877E+019,3.0358E+019,2.739E+019,2.896E+019,4.5327E+019,2.3978E+019,8.5267E+019,1.1292E+020,1.2334E+020,5.6207E+019,5.687E+019,1.1204E+020
-2.295,6.6863E-156,9.0862E-124,1.2348E-91,1.678E-59,2.2802E-27,309870,1.7522E+018,6.0949E+018,1.2083E+019,1.9264E+019,2.447E+019,2.8419E+019,2.4723E+019,2.6022E+019,4.0223E+019,2.0557E+019,7.0832E+019,9.623E+019,1.0559E+020,4.2685E+019,4.2744E+019,9.4238E+019
-2.15925,7.4881E-156,1.0176E-123,1.3828E-91,1.8792E-59,2.5537E-27,347030,1.9054E+018,6.3647E+018,1.2117E+019,1.8395E+019,2.2739E+019,2.6023E+019,2.1511E+019,2.2601E+019,3.621E+019,1.6852E+019,6.4046E+019,8.1107E+019,8.7114E+019,3.6069E+019,3.5807E+019,7.627E+019
