z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.977622,0.977622
0.1828,0.152,1.0,1.900005,0.977622,0.977622
0.2785,0.294,1.0,1.80001,0.977622,0.977622
0.3742,0.436,1.0,1.700015,0.977622,0.977622
0.4699,0.578,1.0,1.60002,0.977622,0.977622
0.5656,0.436,1.0,1.300035,0.977622,0.977622
0.6613,0.778333,0.98723,1.60002,0.977622,0.977622
0.757,1.216402,0.478997,1.100045,0.977622,0.977622
0.8527,1.300483,0.178837,1.00005,0.977622,0.977622
0.9484,1.342909,0.101264,0.900055,0.977622,0.977622
1.0441,1.374779,0.162259,0.80006,0.977622,0.977622
1.1398,1.424482,0.189669,0.700065,0.977622,0.977622
1.2355,1.489722,0.18282,0.60007,0.977622,0.977622
1.3312,1.572,0.132655,0.500075,0.977622,0.977622
1.4269,1.714,0.094814,0.40008,0.977622,0.977622
1.5226,1.856,0.069384,0.300085,0.977622,0.977622
1.6183,1.998,0.052718,0.20009,0.977622,0.977622
1.714,2.263498,0.046314,0.100095,0.977622,0.977622
1.8097,2.85,0.038261,0.025034,0.977622,0.977622
1.9054,2.85,0.030401,0.024759,0.977622,0.977622
2.0011,2.85,0.024105,0.024506,0.977622,0.977622
