z,a1,n0,n1,a0,a0_avg
0.0871,0.229,1.0,2.0,0.961244,0.961244
0.1828,0.321766,1.0,2.0,0.961244,0.961244
0.2785,0.324159,1.0,2.0,0.961244,0.961244
0.3742,0.324381,1.0,2.0,0.961244,0.961244
0.4699,0.324381,1.0,1.996432,0.961244,0.961244
0.5656,0.352953,1.0,2.0,0.961244,0.961244
0.6613,0.555134,1.0,2.0,0.961244,0.961244
0.757,0.75205,0.963899,2.0,0.961244,0.961244
0.8527,0.904716,0.8,1.791717,0.961244,0.961244
0.9484,1.117045,0.633684,1.216265,0.961244,0.961244
1.0441,1.294977,0.506955,0.861234,0.961244,0.961244
1.1398,1.4335,0.417464,0.652925,0.961244,0.961244
1.2355,1.543,0.345272,0.520446,0.961244,0.961244
1.3312,1.6525,0.293328,0.413746,0.961244,0.961244
1.4269,1.762,0.249587,0.324827,0.961244,0.961244
1.5226,1.8715,0.214245,0.255239,0.961244,0.961244
1.6183,1.981,0.183105,0.19929,0.961244,0.961244
1.714,2.069383,0.156683,0.162454,0.961244,0.961244
1.8097,2.14665,0.135823,0.135796,0.961244,0.961244
1.9054,2.2,0.118718,0.119914,0.961244,0.961244
2.0011,2.2,0.104421,0.119647,0.961244,0.961244
