-2.0366,37088000000,9240000000000,2300000000000000,5.73E+017,1.43E+020,2.77E+022,3.14E+023,8.02E+023,1.45E+024,2.26E+024,3.27E+024,4.5E+024,5.99E+024,7.75E+024,9.8E+024,1.22E+025,1.48E+025,1.78E+025,2.11E+025,2.47E+025,2.86E+025
-1.90083,73864000000,18447000000000,4590000000000000,1.1443E+018,2.8467E+020,5.5167E+022,6.22E+023,1.5707E+024,2.8E+024,4.3233E+024,6.1867E+024,8.4167E+024,1.1097E+025,1.4183E+025,1.7733E+025,2.1767E+025,2.6267E+025,3.1267E+025,3.67E+025,4.26E+025,4.8933E+025
-1.76505,134720000000,33588000000000,8374000000000000,2.0846E+018,5.19E+020,1.005E+023,1.1212E+024,2.7884E+024,4.894E+024,7.454E+024,1.0472E+025,1.403E+025,1.8198E+025,2.297E+025,2.834E+025,3.434E+025,4.092E+025,4.814E+025,5.586E+025,6.422E+025,7.292E+025
-1.62928,199100000000,49600000000000,1.2354E+016,3.078E+018,7.664E+020,1.4836E+023,1.6444E+024,4.054E+024,7.044E+024,1.0622E+025,1.4778E+025,1.961E+025,2.518E+025,3.148E+025,3.85E+025,4.626E+025,5.47E+025,6.386E+025,7.364E+025,8.408E+025,9.48E+025
-1.49351,277600000000,69080000000000,1.7228E+016,4.29E+018,1.0672E+021,2.0664E+023,2.2764E+024,5.552E+024,9.538E+024,1.4238E+025,1.9594E+025,2.572E+025,3.266E+025,4.042E+025,4.898E+025,5.83E+025,6.834E+025,7.916E+025,9.054E+025,1.025E+026,1.1486E+026
-1.35773,368200000000,91580000000000,2.284E+016,5.688E+018,1.4142E+021,2.738E+023,2.996E+024,7.234E+024,1.2274E+025,1.808E+025,2.46E+025,3.19E+025,4.002E+025,4.896E+025,5.868E+025,6.912E+025,8.02E+025,9.206E+025,1.0424E+026,1.1706E+026,1.3016E+026
-1.22196,466600000000,116160000000000,2.894E+016,7.216E+018,1.792E+021,3.468E+023,3.766E+024,8.99E+024,1.5054E+025,2.188E+025,2.94E+025,3.764E+025,4.662E+025,5.632E+025,6.668E+025,7.764E+025,8.912E+025,1.0116E+026,1.1352E+026,1.264E+026,1.392E+026
-1.08618,570800000000,142060000000000,3.54E+016,8.83E+018,2.192E+021,4.24E+023,4.57E+024,1.0768E+025,1.782E+025,2.554E+025,3.386E+025,4.276E+025,5.224E+025,6.224E+025,7.274E+025,8.362E+025,9.486E+025,1.0648E+026,1.182E+026,1.302E+026,1.422E+026
-0.9504,674800000000,168000000000000,4.186E+016,1.0442E+019,2.592E+021,5.01E+023,5.36E+024,1.2482E+025,2.04E+025,2.884E+025,3.772E+025,4.698E+025,5.658E+025,6.648E+025,7.664E+025,8.692E+025,9.736E+025,1.08E+026,1.184E+026,1.29E+026,1.394E+026
-0.8146,774000000000,192800000000000,4.8E+016,1.1984E+019,2.974E+021,5.744E+023,6.102E+024,1.406E+025,2.27E+025,3.168E+025,4.09E+025,5.026E+025,5.972E+025,6.922E+025,7.872E+025,8.812E+025,9.744E+025,1.0672E+026,1.156E+026,1.248E+026,1.332E+026
-0.67883,863800000000,215200000000000,5.358E+016,1.338E+019,3.32E+021,6.408E+023,6.764E+024,1.542E+025,2.464E+025,3.4E+025,4.334E+025,5.258E+025,6.168E+025,7.054E+025,7.916E+025,8.746E+025,9.548E+025,1.0322E+026,1.1058E+026,1.18E+026,1.244E+026
-0.54305,942400000000,234600000000000,5.844E+016,1.458E+019,3.622E+021,6.986E+023,7.334E+024,1.658E+025,2.624E+025,3.586E+025,4.522E+025,5.426E+025,6.292E+025,7.112E+025,7.888E+025,8.614E+025,9.298E+025,9.946E+025,1.0534E+026,1.1118E+026,1.16E+026
-0.40728,1006800000000,250600000000000,6.242E+016,1.556E+019,3.87E+021,7.46E+023,7.796E+024,1.75E+025,2.748E+025,3.724E+025,4.656E+025,5.536E+025,6.358E+025,7.118E+025,7.814E+025,8.452E+025,9.032E+025,9.564E+025,1.0034E+026,1.049E+026,1.0832E+026
-0.2715,1055000000000,262400000000000,6.538E+016,1.63E+019,4.052E+021,7.81E+023,8.136E+024,1.816E+025,2.836E+025,3.82E+025,4.746E+025,5.604E+025,6.392E+025,7.104E+025,7.742E+025,8.312E+025,8.818E+025,9.264E+025,9.652E+025,1.0016E+026,1.0274E+026
-0.13572,1086000000000,270000000000000,6.73E+016,1.676E+019,4.172E+021,8.038E+023,8.356E+024,1.858E+025,2.894E+025,3.882E+025,4.804E+025,5.65E+025,6.416E+025,7.1E+025,7.7E+025,8.23E+025,8.692E+025,9.09E+025,9.432E+025,9.728E+025,9.946E+025
0,1096000000000,272400000000000,6.79E+016,1.69E+019,4.21E+021,8.11E+023,8.424E+024,1.872E+025,2.91E+025,3.9E+025,4.82E+025,5.662E+025,6.418E+025,7.092E+025,7.678E+025,8.194E+025,8.642E+025,9.024E+025,9.35E+025,9.626E+025,9.826E+025
0.13578,1086000000000,270000000000000,6.73E+016,1.676E+019,4.172E+021,8.038E+023,8.356E+024,1.858E+025,2.894E+025,3.882E+025,4.804E+025,5.65E+025,6.416E+025,7.1E+025,7.7E+025,8.23E+025,8.692E+025,9.09E+025,9.432E+025,9.728E+025,9.946E+025
0.27155,1055000000000,262400000000000,6.538E+016,1.63E+019,4.052E+021,7.81E+023,8.136E+024,1.816E+025,2.836E+025,3.82E+025,4.746E+025,5.604E+025,6.392E+025,7.104E+025,7.742E+025,8.312E+025,8.818E+025,9.264E+025,9.652E+025,1.0016E+026,1.0274E+026
0.40733,1006800000000,250600000000000,6.242E+016,1.556E+019,3.87E+021,7.46E+023,7.796E+024,1.75E+025,2.748E+025,3.724E+025,4.656E+025,5.536E+025,6.358E+025,7.118E+025,7.814E+025,8.452E+025,9.032E+025,9.564E+025,1.0034E+026,1.049E+026,1.0832E+026
0.5431,942400000000,234600000000000,5.844E+016,1.458E+019,3.622E+021,6.986E+023,7.334E+024,1.658E+025,2.624E+025,3.586E+025,4.522E+025,5.426E+025,6.292E+025,7.112E+025,7.888E+025,8.614E+025,9.298E+025,9.946E+025,1.0534E+026,1.1118E+026,1.16E+026
0.67888,863800000000,215200000000000,5.358E+016,1.338E+019,3.32E+021,6.408E+023,6.764E+024,1.542E+025,2.464E+025,3.4E+025,4.334E+025,5.258E+025,6.168E+025,7.054E+025,7.916E+025,8.746E+025,9.548E+025,1.0322E+026,1.1058E+026,1.18E+026,1.244E+026
0.81465,774000000000,192800000000000,4.8E+016,1.1984E+019,2.974E+021,5.744E+023,6.102E+024,1.406E+025,2.27E+025,3.168E+025,4.09E+025,5.026E+025,5.972E+025,6.922E+025,7.872E+025,8.812E+025,9.744E+025,1.0672E+026,1.156E+026,1.248E+026,1.332E+026
0.95043,674800000000,168000000000000,4.186E+016,1.0442E+019,2.592E+021,5.01E+023,5.36E+024,1.2482E+025,2.04E+025,2.884E+025,3.772E+025,4.698E+025,5.658E+025,6.648E+025,7.664E+025,8.692E+025,9.736E+025,1.08E+026,1.184E+026,1.29E+026,1.394E+026
1.08621,570800000000,142060000000000,3.54E+016,8.83E+018,2.192E+021,4.24E+023,4.57E+024,1.0768E+025,1.782E+025,2.554E+025,3.386E+025,4.276E+025,5.224E+025,6.224E+025,7.274E+025,8.362E+025,9.486E+025,1.0648E+026,1.182E+026,1.302E+026,1.422E+026
1.22199,466600000000,116160000000000,2.894E+016,7.216E+018,1.792E+021,3.468E+023,3.766E+024,8.99E+024,1.5054E+025,2.188E+025,2.94E+025,3.764E+025,4.662E+025,5.632E+025,6.668E+025,7.764E+025,8.912E+025,1.0116E+026,1.1352E+026,1.264E+026,1.392E+026
1.35776,368200000000,91580000000000,2.284E+016,5.688E+018,1.4142E+021,2.738E+023,2.996E+024,7.234E+024,1.2274E+025,1.808E+025,2.46E+025,3.19E+025,4.002E+025,4.896E+025,5.868E+025,6.912E+025,8.02E+025,9.206E+025,1.0424E+026,1.1706E+026,1.3016E+026
1.49354,277600000000,69080000000000,1.7228E+016,4.29E+018,1.0672E+021,2.0664E+023,2.2764E+024,5.552E+024,9.538E+024,1.4238E+025,1.9594E+025,2.572E+025,3.266E+025,4.042E+025,4.898E+025,5.83E+025,6.834E+025,7.916E+025,9.054E+025,1.025E+026,1.1486E+026
1.62931,199100000000,49600000000000,1.2354E+016,3.078E+018,7.664E+020,1.4836E+023,1.6444E+024,4.054E+024,7.044E+024,1.0622E+025,1.4778E+025,1.961E+025,2.518E+025,3.148E+025,3.85E+025,4.626E+025,5.47E+025,6.386E+025,7.364E+025,8.408E+025,9.48E+025
1.765,134720000000,33588000000000,8374000000000000,2.0846E+018,5.19E+020,1.005E+023,1.1212E+024,2.7884E+024,4.894E+024,7.454E+024,1.0472E+025,1.403E+025,1.8198E+025,2.297E+025,2.834E+025,3.434E+025,4.092E+025,4.814E+025,5.586E+025,6.422E+025,7.292E+025
1.90087,73864000000,18447000000000,4590000000000000,1.1443E+018,2.8467E+020,5.5167E+022,6.22E+023,1.5707E+024,2.8E+024,4.3233E+024,6.1867E+024,8.4167E+024,1.1097E+025,1.4183E+025,1.7733E+025,2.1767E+025,2.6267E+025,3.1267E+025,3.67E+025,4.26E+025,4.8933E+025
2.03664,37088000000,9240000000000,2300000000000000,5.73E+017,1.43E+020,2.77E+022,3.14E+023,8.02E+023,1.45E+024,2.26E+024,3.27E+024,4.5E+024,5.99E+024,7.75E+024,9.8E+024,1.22E+025,1.48E+025,1.78E+025,2.11E+025,2.47E+025,2.86E+025
