z,a1,n0,n1,a0,a0_avg
0.0871,0.001,1.0,0.003936,0.933411,0.933411
0.1828,0.07595,1.0,0.053739,0.933411,0.933411
0.2785,0.1509,1.0,0.103542,0.933411,0.933411
0.3742,0.1509,1.0,0.103542,0.933411,0.933411
0.4699,0.1509,1.0,0.103542,0.933411,0.933411
0.5656,0.1509,1.0,0.103542,0.933411,0.933411
0.6613,0.72052,1.0,0.1276,0.933411,0.933411
0.757,0.72052,1.0,0.411758,0.933411,0.933411
0.8527,0.803389,1.0,0.581653,0.933411,0.933411
0.9484,0.929726,1.0,0.631456,0.933411,0.933411
1.0441,1.02032,0.985646,0.68126,0.933411,0.933411
1.1398,1.09527,0.891143,0.731063,0.933411,0.933411
1.2355,1.17022,0.778365,0.780866,0.933411,0.933411
1.3312,1.202983,0.692755,0.830669,0.933411,0.933411
1.4269,1.202983,0.634412,0.880472,0.933411,0.933411
1.5226,1.202983,0.592163,0.921795,0.933411,0.933411
1.6183,1.202983,0.55324,0.95462,0.933411,0.933411
1.714,1.202983,0.509384,0.982531,0.933411,0.933411
1.8097,1.20548,0.461091,1.0,0.933411,0.933411
1.9054,1.216267,0.414706,1.0,0.933411,0.933411
2.0011,1.23018,0.373037,1.0,0.933411,0.933411
