z,a1,n0,n1,a0,a0_avg
0.0871,0.003563,1.0,0.000235,0.930557,0.933411
0.1828,0.004184,1.0,5.6e-05,0.930949,0.933411
0.2785,0.003769,1.0,0.000163,0.930959,0.933411
0.3742,0.004068,1.0,8.6e-05,0.930979,0.933411
0.4699,0.004638,1.0,9.5e-05,0.931122,0.933411
0.5656,0.003499,1.0,3e-05,0.930968,0.933411
0.6613,0.091937,1.0,1.0,0.906913,0.933411
0.757,0.449947,1.0,1.0,0.921508,0.933411
0.8527,0.637221,1.0,1.0,0.932026,0.933411
0.9484,0.790857,1.0,1.0,0.939978,0.933411
1.0441,0.950666,0.985646,1.0,0.946224,0.933411
1.1398,1.064361,0.891143,1.0,0.949954,0.933411
1.2355,1.128286,0.778365,1.0,0.950796,0.933411
1.3312,1.160271,0.692755,1.0,0.948339,0.933411
1.4269,1.175926,0.634412,1.0,0.945132,0.933411
1.5226,1.182705,0.592163,1.0,0.940878,0.933411
1.6183,1.188626,0.55324,1.0,0.936257,0.933411
1.714,1.192007,0.509384,1.0,0.931446,0.933411
1.8097,1.194369,0.461091,1.0,0.926828,0.933411
1.9054,1.196624,0.414706,1.0,0.922115,0.933411
2.0011,1.199396,0.373037,1.0,0.917694,0.933411
