z,a1,n0,n1,a0,a0_avg
0.0871,0.284,1.0,2.0,0.977682,0.977682
0.1828,0.421,1.0,2.0,0.977682,0.977682
0.2785,0.460556,1.0,2.0,0.977682,0.977682
0.3742,0.471847,1.0,1.900005,0.977682,0.977682
0.4699,0.485437,1.0,1.80001,0.977682,0.977682
0.5656,0.579853,1.0,1.700015,0.977682,0.977682
0.6613,0.823176,0.992111,1.60002,0.977682,0.977682
0.757,1.087491,0.821944,1.17806,0.977682,0.977682
0.8527,1.229751,0.624279,1.00005,0.977682,0.977682
0.9484,1.308907,0.47066,0.900055,0.977682,0.977682
1.0441,1.375028,0.363553,0.80006,0.977682,0.977682
1.1398,1.439579,0.28853,0.700065,0.977682,0.977682
1.2355,1.511187,0.23492,0.60007,0.977682,0.977682
1.3312,1.592663,0.194021,0.500075,0.977682,0.977682
1.4269,1.68855,0.161554,0.40008,0.977682,0.977682
1.5226,1.812796,0.135888,0.300085,0.977682,0.977682
1.6183,1.991631,0.115989,0.20009,0.977682,0.977682
1.714,2.295563,0.100325,0.100095,0.977682,0.977682
1.8097,2.673103,0.087871,0.041012,0.977682,0.977682
1.9054,2.75,0.077863,0.034045,0.977682,0.977682
2.0011,2.75,0.069803,0.033954,0.977682,0.977682
