z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,0.59894,0.963749,0.963749
0.1828,0.1195,1.0,0.972278,0.963749,0.963749
0.2785,0.229,1.0,1.345616,0.963749,0.963749
0.3742,0.3385,1.0,1.718954,0.963749,0.963749
0.4699,0.667,1.0,0.030594,0.963749,0.963749
0.5656,0.7765,1.0,0.016438,0.963749,0.963749
0.6613,0.7765,1.0,0.484578,0.963749,0.963749
0.757,0.7765,0.987885,1.556811,0.963749,0.963749
0.8527,0.877114,0.760126,2.0,0.963749,0.963749
0.9484,1.089927,0.493863,1.408222,0.963749,0.963749
1.0441,1.268284,0.35223,0.985967,0.963749,0.963749
1.1398,1.423679,0.320115,0.699381,0.963749,0.963749
1.2355,1.543,0.333819,0.528952,0.963749,0.963749
1.3312,1.6525,0.326294,0.414848,0.963749,0.963749
1.4269,1.762,0.279295,0.327043,0.963749,0.963749
1.5226,1.8715,0.226876,0.258437,0.963749,0.963749
1.6183,1.981,0.181751,0.20242,0.963749,0.963749
1.714,2.0905,0.1459,0.157531,0.963749,0.963749
1.8097,2.179365,0.119252,0.128457,0.963749,0.963749
1.9054,2.2,0.099002,0.122326,0.963749,0.963749
2.0011,2.2,0.083658,0.121997,0.963749,0.963749
