z,a1,n0,n1,a0,a0_avg
0.0871,0.27082,1.0,0.183228,0.930158,0.930158
0.1828,0.34577,1.0,0.233031,0.930158,0.930158
0.2785,0.42072,1.0,0.282834,0.930158,0.930158
0.3742,0.49567,1.0,0.332637,0.930158,0.930158
0.4699,0.57062,1.0,0.38244,0.930158,0.930158
0.5656,0.64557,1.0,0.432244,0.930158,0.930158
0.6613,0.72052,1.0,0.482047,0.930158,0.930158
0.757,0.79547,1.0,0.53185,0.930158,0.930158
0.8527,0.87042,0.995745,0.581653,0.930158,0.930158
0.9484,0.94537,0.948939,0.631456,0.930158,0.930158
1.0441,1.02032,0.881726,0.68126,0.930158,0.930158
1.1398,1.09527,0.80614,0.731063,0.930158,0.930158
1.2355,1.17022,0.733874,0.780866,0.930158,0.930158
1.3312,1.215932,0.662166,0.830669,0.930158,0.930158
1.4269,1.215932,0.597773,0.880472,0.930158,0.930158
1.5226,1.215932,0.543768,0.920274,0.930158,0.930158
1.6183,1.215932,0.493705,0.947055,0.930158,0.930158
1.714,1.226942,0.446558,0.947055,0.930158,0.930158
1.8097,1.237603,0.406218,0.947055,0.930158,0.930158
1.9054,1.24328,0.368079,0.947055,0.930158,0.930158
2.0011,1.247811,0.334521,0.947055,0.930158,0.930158
