0,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.70294,0.72256,0.74118,0.75987,0.7787,0.79858,0.8286,0.84969,0.86676,0.88289,0.8986,0.91403,0.92933,0.94451
0.13577,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.70105,0.7173,0.73249,0.74777,0.76319,0.77971,0.80683,0.82462,0.8382,0.85081,0.86297,0.87485,0.88659,0.8982
0.27155,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69922,0.71224,0.72415,0.73614,0.74831,0.76161,0.78594,0.80058,0.81084,0.82008,0.82887,0.83737,0.84571,0.85394
0.40732,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69754,0.70756,0.71644,0.72539,0.73451,0.74481,0.76656,0.77832,0.78553,0.79171,0.79742,0.80285,0.80812,0.81329
0.54309,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69604,0.70339,0.70957,0.71582,0.72225,0.72989,0.74936,0.75857,0.7631,0.76658,0.76958,0.77232,0.7749,0.77738
0.67887,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69479,0.69993,0.70386,0.70786,0.71204,0.71746,0.73504,0.74214,0.74448,0.74575,0.74655,0.74709,0.74747,0.74779
0.81464,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69385,0.69731,0.69955,0.70186,0.70434,0.70808,0.72423,0.72978,0.73047,0.73011,0.72927,0.72819,0.72696,0.72567
0.95042,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69325,0.69566,0.69684,0.69809,0.69952,0.70222,0.71749,0.72206,0.72173,0.72033,0.71847,0.71637,0.71414,0.71185
1.0862,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69307,0.69515,0.69598,0.69687,0.69792,0.70024,0.7152,0.71946,0.71881,0.7171,0.71493,0.71252,0.70997,0.70738
1.222,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69325,0.69566,0.69684,0.69809,0.69952,0.70222,0.71749,0.72206,0.72173,0.72033,0.71847,0.71637,0.71414,0.71185
1.3577,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69385,0.69731,0.69955,0.70186,0.70434,0.70808,0.72423,0.72978,0.73047,0.73011,0.72927,0.72819,0.72696,0.72567
1.4935,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69479,0.69993,0.70386,0.70786,0.71204,0.71746,0.73504,0.74214,0.74448,0.74575,0.74655,0.74709,0.74747,0.74779
1.6293,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69604,0.70339,0.70957,0.71582,0.72225,0.72989,0.74936,0.75857,0.7631,0.76658,0.76958,0.77232,0.7749,0.77738
1.7651,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69754,0.70756,0.71644,0.72539,0.73451,0.74481,0.76656,0.77832,0.78553,0.79171,0.79742,0.80285,0.80812,0.81329
1.9008,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.69922,0.71224,0.72415,0.73614,0.74831,0.76161,0.78594,0.80058,0.81084,0.82008,0.82887,0.83737,0.84571,0.85394
2.0366,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.70105,0.7173,0.73249,0.74777,0.76319,0.77971,0.80683,0.82462,0.8382,0.85081,0.86297,0.87485,0.88659,0.8982
2.1724,-0.19912,-0.10384,-0.0085623,0.086718,0.182,0.27728,0.37256,0.46784,0.56312,0.6584,0.70294,0.72256,0.74118,0.75987,0.7787,0.79858,0.8286,0.84969,0.86676,0.88289,0.8986,0.91403,0.92933,0.94451
