z,a1,n0,n1,a0,a0_avg
0.0871,0.294,1.0,2.0,0.970792,0.970792
0.1828,0.436,1.0,2.0,0.970792,0.970792
0.2785,0.578,1.0,1.853121,0.970792,0.970792
0.3742,0.636401,1.0,1.500025,0.970792,0.970792
0.4699,0.664499,1.0,1.416815,0.970792,0.970792
0.5656,0.81356,1.0,1.369105,0.970792,0.970792
0.6613,1.052555,0.891204,1.20004,0.970792,0.970792
0.757,1.1764,0.660495,1.100045,0.970792,0.970792
0.8527,1.255369,0.476755,1.00005,0.970792,0.970792
0.9484,1.315815,0.351881,0.900055,0.970792,0.970792
1.0441,1.368777,0.26545,0.80006,0.970792,0.970792
1.1398,1.42071,0.204789,0.700065,0.970792,0.970792
1.2355,1.485114,0.163767,0.60007,0.970792,0.970792
1.3312,1.572,0.133308,0.500075,0.970792,0.970792
1.4269,1.714,0.109541,0.40008,0.970792,0.970792
1.5226,1.856,0.091389,0.300085,0.970792,0.970792
1.6183,1.998,0.077512,0.20009,0.970792,0.970792
1.714,2.257428,0.066674,0.100095,0.970792,0.970792
1.8097,2.85,0.058077,0.024351,0.970792,0.970792
1.9054,2.85,0.051149,0.024131,0.970792,0.970792
2.0011,2.85,0.045484,0.02395,0.970792,0.970792
