z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.975717,0.975717
0.1828,0.1495,1.0,1.900005,0.975717,0.975717
0.2785,0.374199,1.0,1.80001,0.975717,0.975717
0.3742,0.391748,1.0,1.900005,0.975717,0.975717
0.4699,0.402028,1.0,1.80001,0.975717,0.975717
0.5656,0.43885,1.0,1.700015,0.975717,0.975717
0.6613,0.845274,0.968947,1.60002,0.975717,0.975717
0.757,1.179988,0.616635,1.100045,0.975717,0.975717
0.8527,1.27516,0.381449,1.00005,0.975717,0.975717
0.9484,1.330447,0.26684,0.900055,0.975717,0.975717
1.0441,1.378632,0.216235,0.80006,0.975717,0.975717
1.1398,1.428433,0.188289,0.700065,0.975717,0.975717
1.2355,1.490547,0.159316,0.60007,0.975717,0.975717
1.3312,1.566967,0.129934,0.500075,0.975717,0.975717
1.4269,1.684,0.122068,0.40008,0.975717,0.975717
1.5226,1.8235,0.099506,0.300085,0.975717,0.975717
1.6183,1.963,0.040479,0.20009,0.975717,0.975717
1.714,2.254433,0.034317,0.100095,0.975717,0.975717
1.8097,2.8,0.07402,0.027966,0.975717,0.975717
1.9054,2.8,0.022888,0.026808,0.975717,0.975717
2.0011,2.8,0.051505,0.027112,0.975717,0.975717
