z,a1,n0,n1,a0,a0_avg
0.0871,0.535551,1.0,1.0,0.977457,0.975717
0.1828,0.535602,1.0,1.0,0.97747,0.975717
0.2785,0.535587,1.0,1.0,0.977465,0.975717
0.3742,0.53555,1.0,1.0,0.977458,0.975717
0.4699,0.535564,1.0,1.0,0.977461,0.975717
0.5656,0.573758,1.0,1.0,0.979743,0.975717
0.6613,1.068813,0.968947,1.0,0.999338,0.975717
0.757,1.246566,0.616635,0.95728,0.980047,0.975717
0.8527,1.623244,0.381449,0.469411,0.982918,0.975717
0.9484,1.901286,0.26684,0.26014,0.982498,0.975717
1.0441,2.109081,0.216235,0.162574,0.981256,0.975717
1.1398,2.267456,0.188289,0.110851,0.97922,0.975717
1.2355,2.400255,0.159316,0.079755,0.976563,0.975717
1.3312,2.52692,0.129934,0.058175,0.974462,0.975717
1.4269,2.615897,0.122068,0.045181,0.971466,0.975717
1.5226,2.726514,0.099506,0.033688,0.970318,0.975717
1.6183,2.959988,0.040479,0.018791,0.971892,0.975717
1.714,3.0,0.034317,0.016255,0.968075,0.975717
1.8097,2.959542,0.07402,0.017866,0.967183,0.975717
1.9054,3.0,0.022888,0.014576,0.958339,0.975717
2.0011,3.0,0.051505,0.014837,0.959418,0.975717
