z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.959752,0.959752
0.1828,0.20788,1.0,2.0,0.959752,0.959752
0.2785,0.448,1.0,0.418054,0.959752,0.959752
0.3742,0.448,1.0,0.432145,0.959752,0.959752
0.4699,0.448,1.0,0.424117,0.959752,0.959752
0.5656,0.448,1.0,0.448714,0.959752,0.959752
0.6613,0.479941,1.0,2.0,0.959752,0.959752
0.757,0.733661,0.968883,2.0,0.959752,0.959752
0.8527,0.871255,0.764297,2.0,0.959752,0.959752
0.9484,1.070297,0.571577,1.399693,0.959752,0.959752
1.0441,1.251232,0.444444,0.972978,0.959752,0.959752
1.1398,1.405828,0.373011,0.702527,0.959752,0.959752
1.2355,1.538299,0.328551,0.525728,0.959752,0.959752
1.3312,1.6525,0.290619,0.411855,0.959752,0.959752
1.4269,1.762,0.25,0.322679,0.959752,0.959752
1.5226,1.8715,0.21219,0.253707,0.959752,0.959752
1.6183,1.967332,0.177609,0.204417,0.959752,0.959752
1.714,2.05273,0.148936,0.167673,0.959752,0.959752
1.8097,2.132046,0.126737,0.13953,0.959752,0.959752
1.9054,2.2,0.108221,0.11929,0.959752,0.959752
2.0011,2.2,0.093797,0.118989,0.959752,0.959752
