z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.978963,0.978963
0.1828,0.147,1.0,1.900005,0.978963,0.978963
0.2785,0.284,1.0,1.80001,0.978963,0.978963
0.3742,0.254273,1.0,1.700015,0.978963,0.978963
0.4699,0.284,1.0,1.40003,0.978963,0.978963
0.5656,0.421,1.0,1.300035,0.978963,0.978963
0.6613,0.671565,1.0,1.60002,0.978963,0.978963
0.757,0.986899,0.783103,1.500025,0.978963,0.978963
0.8527,1.221354,0.491293,1.07216,0.978963,0.978963
0.9484,1.331111,0.331047,0.900055,0.978963,0.978963
1.0441,1.388705,0.258419,0.80006,0.978963,0.978963
1.1398,1.44876,0.243684,0.700065,0.978963,0.978963
1.2355,1.514346,0.228969,0.60007,0.978963,0.978963
1.3312,1.595443,0.195097,0.500075,0.978963,0.978963
1.4269,1.687775,0.081208,0.40008,0.978963,0.978963
1.5226,1.811866,0.160984,0.300085,0.978963,0.978963
1.6183,1.990618,0.129649,0.20009,0.978963,0.978963
1.714,2.295732,0.110455,0.100095,0.978963,0.978963
1.8097,2.695004,0.089269,0.039011,0.978963,0.978963
1.9054,2.704866,0.115402,0.03841,0.978963,0.978963
2.0011,2.75,0.063855,0.034046,0.978963,0.978963
