z,a1,n0,n1,a0,a0_avg
0.0871,0.27082,1.0,0.183228,0.923587,0.923587
0.1828,0.34577,1.0,0.233031,0.923587,0.923587
0.2785,0.42072,1.0,0.282834,0.923587,0.923587
0.3742,0.430093,1.0,0.282834,0.923587,0.923587
0.4699,0.431455,1.0,0.282834,0.923587,0.923587
0.5656,0.484319,1.0,0.282834,0.923587,0.923587
0.6613,0.580624,1.0,0.482047,0.923587,0.923587
0.757,0.746615,1.0,0.53185,0.923587,0.923587
0.8527,0.86718,1.0,0.581653,0.923587,0.923587
0.9484,0.94537,1.0,0.631456,0.923587,0.923587
1.0441,1.02032,0.985109,0.68126,0.923587,0.923587
1.1398,1.09527,0.931166,0.731063,0.923587,0.923587
1.2355,1.131153,0.86129,0.780866,0.923587,0.923587
1.3312,1.14969,0.786992,0.830669,0.923587,0.923587
1.4269,1.160299,0.716667,0.880472,0.923587,0.923587
1.5226,1.163551,0.650143,0.930276,0.923587,0.923587
1.6183,1.163561,0.590201,0.980079,0.923587,0.923587
1.714,1.171029,0.535489,1.0,0.923587,0.923587
1.8097,1.183244,0.484211,1.0,0.923587,0.923587
1.9054,1.194132,0.438399,1.0,0.923587,0.923587
2.0011,1.23018,0.399108,1.0,0.923587,0.923587
