z,a1,n0,n1,a0,a0_avg
0.0871,1e-06,1.0,0.003936,0.847543,0.847543
0.1828,0.040001,1.0,0.038859,0.847543,0.847543
0.2785,0.080001,1.0,0.073782,0.847543,0.847543
0.3742,0.040001,1.0,0.038859,0.847543,0.847543
0.4699,0.080001,1.0,0.073782,0.847543,0.847543
0.5656,0.120001,1.0,0.108706,0.847543,0.847543
0.6613,0.160001,1.0,0.143629,0.847543,0.847543
0.757,0.200001,1.0,0.178552,0.847543,0.847543
0.8527,0.240001,1.0,0.213475,0.847543,0.847543
0.9484,0.308267,1.0,0.248398,0.847543,0.847543
1.0441,0.421776,1.0,0.283322,0.847543,0.847543
1.1398,0.484072,1.0,0.318245,0.847543,0.847543
1.2355,0.528754,1.0,0.353168,0.847543,0.847543
1.3312,0.57789,1.0,0.388091,0.847543,0.847543
1.4269,0.606413,1.0,0.423014,0.847543,0.847543
1.5226,0.586054,1.0,0.553408,0.847543,0.847543
1.6183,0.597242,1.0,0.632554,0.847543,0.847543
1.714,0.623628,1.0,0.667477,0.847543,0.847543
1.8097,0.645088,1.0,0.7024,0.847543,0.847543
1.9054,0.68,1.0,0.70049,0.847543,0.847543
2.0011,0.72,1.0,0.694797,0.847543,0.847543
