z,a1,n0,n1,a0,a0_avg
0.0871,0.447483,0.995483,0.189119,0.977198,0.972684
0.1828,0.535255,0.995516,0.082002,0.973073,0.972684
0.2785,0.053038,0.995535,0.324453,0.959653,0.972684
0.3742,0.041627,0.995477,0.991356,0.964604,0.972684
0.4699,0.04197,0.99548,0.99991,0.96462,0.972684
0.5656,0.041816,0.995488,0.995351,0.964613,0.972684
0.6613,0.904945,0.987021,1.0,1.0,0.972684
0.757,1.229703,0.643728,1.0,0.98694,0.972684
0.8527,1.592712,0.273911,0.517928,0.983179,0.972684
0.9484,1.858195,0.132535,0.299518,0.983755,0.972684
1.0441,2.028781,0.250096,0.192329,0.979095,0.972684
1.1398,2.085269,0.341049,0.161235,0.973814,0.972684
1.2355,2.399664,0.164665,0.079722,0.976345,0.972684
1.3312,2.433745,0.176154,0.071202,0.971318,0.972684
1.4269,2.569239,0.146378,0.051301,0.97277,0.972684
1.5226,2.947544,0.004881,0.020815,0.977664,0.972684
1.6183,2.88427,0.075074,0.021458,0.967616,0.972684
1.714,2.971115,0.065525,0.017257,0.96736,0.972684
1.8097,3.0,0.001983,0.014513,0.958347,0.972684
1.9054,3.0,0.057683,0.01635,0.96606,0.972684
2.0011,3.0,0.001983,0.014513,0.958347,0.972684
