z,a1,n0,n1,a0,a0_avg
0.0871,0.427585,1.0,1.0,0.97232,0.974201
0.1828,0.427602,1.0,0.999999,0.972324,0.974201
0.2785,0.427355,1.0,1.0,0.972284,0.974201
0.3742,0.42767,1.0,1.0,0.972338,0.974201
0.4699,0.427622,1.0,1.0,0.97233,0.974201
0.5656,0.442887,1.0,1.0,0.973218,0.974201
0.6613,1.039731,0.980054,1.0,1.0,0.974201
0.757,1.237493,0.584906,1.0,0.982625,0.974201
0.8527,1.605649,0.3366,0.496108,0.983479,0.974201
0.9484,1.883901,0.22807,0.273591,0.982923,0.974201
1.0441,2.100357,0.198138,0.16683,0.98162,0.974201
1.1398,2.257208,0.192241,0.113798,0.979497,0.974201
1.2355,2.388386,0.166819,0.081912,0.976479,0.974201
1.3312,2.520551,0.134532,0.05912,0.974342,0.974201
1.4269,2.594241,0.134706,0.047424,0.970956,0.974201
1.5226,2.736831,0.097646,0.032821,0.970478,0.974201
1.6183,2.819117,0.087729,0.026428,0.969452,0.974201
1.714,2.927618,0.070175,0.019967,0.968946,0.974201
1.8097,3.0,0.025393,0.015411,0.962485,0.974201
1.9054,3.0,0.072872,0.016368,0.96633,0.974201
2.0011,3.0,0.015557,0.0142,0.953799,0.974201
