z,a1,n0,n1,a0,a0_avg
0.0871,0.280001,1.0,0.203149,0.91062,0.91062
0.1828,0.350001,1.0,0.252952,0.91062,0.91062
0.2785,0.420001,1.0,0.302755,0.91062,0.91062
0.3742,0.490001,1.0,0.352558,0.91062,0.91062
0.4699,0.557588,1.0,0.352558,0.91062,0.91062
0.5656,0.630001,1.0,0.35357,0.91062,0.91062
0.6613,0.673186,1.0,0.501968,0.91062,0.91062
0.757,0.769854,1.0,0.551771,0.91062,0.91062
0.8527,0.84,1.0,0.601574,0.91062,0.91062
0.9484,0.91,1.0,0.651378,0.91062,0.91062
1.0441,0.977549,0.999571,0.701181,0.91062,0.91062
1.1398,1.018619,0.97405,0.750984,0.91062,0.91062
1.2355,1.047382,0.931632,0.800787,0.91062,0.91062
1.3312,1.067494,0.884182,0.85059,0.91062,0.91062
1.4269,1.079666,0.832567,0.900394,0.91062,0.91062
1.5226,1.08832,0.781243,0.950197,0.91062,0.91062
1.6183,1.090087,0.727011,1.0,0.91062,0.91062
1.714,1.109129,0.676592,1.0,0.91062,0.91062
1.8097,1.126321,0.630889,1.0,0.91062,0.91062
1.9054,1.142208,0.590014,1.0,0.91062,0.91062
2.0011,1.153719,0.547464,1.0,0.91062,0.91062
