z,a1,n0,n1,a0,a0_avg
0.0871,3e-06,1.0,0.014782,0.847033,0.847033
0.1828,3e-06,1.0,0.020206,0.847033,0.847033
0.2785,4e-06,1.0,0.025629,0.847033,0.847033
0.3742,0.040001,1.0,0.038859,0.847033,0.847033
0.4699,0.080001,1.0,0.073782,0.847033,0.847033
0.5656,0.120001,1.0,0.108706,0.847033,0.847033
0.6613,0.160001,1.0,0.143629,0.847033,0.847033
0.757,0.200001,1.0,0.178552,0.847033,0.847033
0.8527,0.240001,1.0,0.213475,0.847033,0.847033
0.9484,0.37573,1.0,0.248398,0.847033,0.847033
1.0441,0.468793,1.0,0.283322,0.847033,0.847033
1.1398,0.52,1.0,0.330073,0.847033,0.847033
1.2355,0.56,1.0,0.378741,0.847033,0.847033
1.3312,0.6,1.0,0.399748,0.847033,0.847033
1.4269,0.56744,1.0,0.562707,0.847033,0.847033
1.5226,0.595222,1.0,0.59763,0.847033,0.847033
1.6183,0.621413,1.0,0.632554,0.847033,0.847033
1.714,0.646693,1.0,0.667477,0.847033,0.847033
1.8097,0.667617,1.0,0.7024,0.847033,0.847033
1.9054,0.704968,1.0,0.7024,0.847033,0.847033
2.0011,0.737469,1.0,0.7024,0.847033,0.847033
