z,a1,n0,n1,a0,a0_avg
0.0871,1e-06,1.0,0.003936,0.847686,0.847686
0.1828,3e-06,1.0,0.020206,0.847686,0.847686
0.2785,4e-06,1.0,0.025629,0.847686,0.847686
0.3742,0.040001,1.0,0.038859,0.847686,0.847686
0.4699,0.080001,1.0,0.073782,0.847686,0.847686
0.5656,0.120001,1.0,0.108706,0.847686,0.847686
0.6613,0.160001,1.0,0.143629,0.847686,0.847686
0.757,0.200001,1.0,0.178552,0.847686,0.847686
0.8527,0.240001,1.0,0.213475,0.847686,0.847686
0.9484,0.319779,1.0,0.248398,0.847686,0.847686
1.0441,0.427878,1.0,0.283322,0.847686,0.847686
1.1398,0.498064,1.0,0.318245,0.847686,0.847686
1.2355,0.542067,1.0,0.353168,0.847686,0.847686
1.3312,0.590636,1.0,0.388091,0.847686,0.847686
1.4269,0.594307,1.0,0.4701,0.847686,0.847686
1.5226,0.593117,1.0,0.555773,0.847686,0.847686
1.6183,0.603189,1.0,0.632554,0.847686,0.847686
1.714,0.628442,1.0,0.667477,0.847686,0.847686
1.8097,0.64998,1.0,0.7024,0.847686,0.847686
1.9054,0.688211,1.0,0.7024,0.847686,0.847686
2.0011,0.7236,1.0,0.7024,0.847686,0.847686
