z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,0.003936,0.934077,0.934077
0.1828,0.0895,1.0,0.053739,0.934077,0.934077
0.2785,0.169,1.0,0.103542,0.934077,0.934077
0.3742,0.2485,1.0,0.153346,0.934077,0.934077
0.4699,0.328,1.0,0.203149,0.934077,0.934077
0.5656,0.328,1.0,0.203149,0.934077,0.934077
0.6613,0.536357,1.0,0.203149,0.934077,0.934077
0.757,0.648907,1.0,0.53185,0.934077,0.934077
0.8527,0.813578,1.0,0.581653,0.934077,0.934077
0.9484,0.914132,1.0,0.631456,0.934077,0.934077
1.0441,1.0912,0.946974,0.68126,0.934077,0.934077
1.1398,1.1707,0.739573,0.731063,0.934077,0.934077
1.2355,1.2502,0.59522,0.780866,0.934077,0.934077
1.3312,1.2502,0.587554,0.808593,0.934077,0.934077
1.4269,1.2502,0.617266,0.808593,0.934077,0.934077
1.5226,1.2502,0.630383,0.808593,0.934077,0.934077
1.6183,1.2502,0.593992,0.83184,0.934077,0.934077
1.714,1.2502,0.516269,0.876317,0.934077,0.934077
1.8097,1.2502,0.443942,0.910289,0.934077,0.934077
1.9054,1.250522,0.382097,0.938472,0.934077,0.934077
2.0011,1.3138,0.334593,0.938472,0.934077,0.934077
