z,a1,n0,n1,a0,a0_avg
0.0871,0.684894,1.0,1.0,0.957699,0.96047
0.1828,0.68088,1.0,1.0,0.956838,0.96047
0.2785,0.682277,1.0,1.0,0.956969,0.96047
0.3742,0.688159,1.0,1.0,0.958156,0.96047
0.4699,0.708975,1.0,1.0,0.958388,0.96047
0.5656,0.836279,1.0,1.0,0.962377,0.96047
0.6613,1.005788,0.995107,1.0,0.964161,0.96047
0.757,1.107403,0.887266,1.0,0.959187,0.96047
0.8527,1.25832,0.746835,0.809155,0.957733,0.96047
0.9484,1.443648,0.610909,0.584089,0.960278,0.96047
1.0441,1.591732,0.500684,0.442572,0.961974,0.96047
1.1398,1.719667,0.416309,0.34377,0.962819,0.96047
1.2355,1.84587,0.349028,0.263008,0.963105,0.96047
1.3312,1.953809,0.296707,0.208369,0.963136,0.96047
1.4269,2.045212,0.254677,0.169181,0.962566,0.96047
1.5226,2.132417,0.221189,0.138182,0.962348,0.96047
1.6183,2.207565,0.194369,0.115785,0.961688,0.96047
1.714,2.275939,0.172751,0.098525,0.960883,0.96047
1.8097,2.344834,0.153004,0.08325,0.960582,0.96047
1.9054,2.406202,0.136867,0.071315,0.959908,0.96047
2.0011,2.460664,0.123639,0.062102,0.959083,0.96047
