z,a1,n0,n1,a0,a0_avg
0.0871,0.229,1.0,2.0,0.96047,0.96047
0.1828,0.3385,1.0,2.0,0.96047,0.96047
0.2785,0.448,1.0,2.0,0.96047,0.96047
0.3742,0.546593,1.0,1.700015,0.96047,0.96047
0.4699,0.588826,1.0,1.542702,0.96047,0.96047
0.5656,0.693312,1.0,1.533617,0.96047,0.96047
0.6613,0.886,0.995107,1.352457,0.96047,0.96047
0.757,0.9955,0.887266,1.334773,0.96047,0.96047
0.8527,1.105,0.746835,1.182319,0.96047,0.96047
0.9484,1.2145,0.610909,0.990407,0.96047,0.96047
1.0441,1.324,0.500684,0.803284,0.96047,0.96047
1.1398,1.4335,0.416309,0.643175,0.96047,0.96047
1.2355,1.543,0.349028,0.508291,0.96047,0.96047
1.3312,1.6525,0.296707,0.401258,0.96047,0.96047
1.4269,1.762,0.254677,0.314584,0.96047,0.96047
1.5226,1.8715,0.221189,0.245603,0.96047,0.96047
1.6183,1.981,0.194369,0.191958,0.96047,0.96047
1.714,2.0905,0.172751,0.150075,0.96047,0.96047
1.8097,2.2,0.153004,0.11616,0.96047,0.96047
1.9054,2.2,0.136867,0.115165,0.96047,0.96047
2.0011,2.2,0.123639,0.114379,0.96047,0.96047
