z,a1,n0,n1,a0,a0_avg
0.0871,0.50502,1.0,1.0,0.985314,0.981016
0.1828,0.507587,1.0,1.0,0.985591,0.981016
0.2785,0.506503,1.0,1.0,0.985546,0.981016
0.3742,0.594771,1.0,1.0,0.988167,0.981016
0.4699,0.595413,1.0,1.0,0.988433,0.981016
0.5656,0.640559,1.0,1.0,0.991745,0.981016
0.6613,1.122202,0.913559,1.0,1.0,0.981016
0.757,1.410423,0.52752,0.718429,0.987285,0.981016
0.8527,1.793315,0.313274,0.335645,0.989044,0.981016
0.9484,2.071685,0.220571,0.182895,0.988866,0.981016
1.0441,2.270244,0.182363,0.114647,0.986581,0.981016
1.1398,2.415474,0.157134,0.080317,0.983825,0.981016
1.2355,2.547976,0.128462,0.057435,0.98125,0.981016
1.3312,2.679283,0.10265,0.041287,0.979464,0.981016
1.4269,2.80584,0.081899,0.029823,0.978123,0.981016
1.5226,2.926929,0.066532,0.021915,0.977246,0.981016
1.6183,3.0,0.054647,0.01769,0.974577,0.981016
1.714,3.0,0.045648,0.016695,0.969208,0.981016
1.8097,3.0,0.038847,0.015882,0.964499,0.981016
1.9054,3.0,0.033724,0.015211,0.960225,0.981016
2.0011,3.0,0.029571,0.0146,0.95634,0.981016
