z,a1,n0,n1,a0,a0_avg
0.0871,0.579863,1.0,1.0,0.957872,0.960741
0.1828,0.583642,1.0,1.0,0.958852,0.960741
0.2785,0.581611,1.0,1.0,0.958577,0.960741
0.3742,0.584203,1.0,1.0,0.958799,0.960741
0.4699,0.58793,1.0,1.0,0.958864,0.960741
0.5656,0.681575,1.0,1.0,0.963547,0.960741
0.6613,0.885594,1.0,1.0,0.971291,0.960741
0.757,1.053945,0.957516,1.0,0.973082,0.960741
0.8527,1.14087,0.824964,1.0,0.967474,0.960741
0.9484,1.183132,0.682702,1.0,0.958358,0.960741
1.0441,1.317909,0.562021,0.783825,0.957033,0.960741
1.1398,1.461635,0.463284,0.597628,0.95893,0.960741
1.2355,1.591856,0.381792,0.459083,0.960246,0.960741
1.3312,1.702381,0.322174,0.364843,0.960042,0.960741
1.4269,1.806936,0.273448,0.290424,0.96018,0.960741
1.5226,1.894212,0.235061,0.239608,0.959663,0.960741
1.6183,1.977133,0.203631,0.198281,0.959445,0.960741
1.714,2.051565,0.177343,0.166469,0.959002,0.960741
1.8097,2.119269,0.155534,0.141925,0.958498,0.960741
1.9054,2.185051,0.137607,0.121552,0.958205,0.960741
2.0011,2.24504,0.123256,0.105481,0.957598,0.960741
