z,a1,n0,n1,a0,a0_avg
0.0871,0.649166,1.0,1.0,0.978695,0.975059
0.1828,0.649127,1.0,1.0,0.978686,0.975059
0.2785,0.649113,1.0,1.0,0.978682,0.975059
0.3742,0.649139,1.0,1.0,0.978689,0.975059
0.4699,0.649283,1.0,1.0,0.97869,0.975059
0.5656,0.737261,1.0,1.0,0.982714,0.975059
0.6613,1.086037,0.949356,1.0,0.988485,0.975059
0.757,1.329804,0.666369,0.774321,0.979048,0.975059
0.8527,1.658152,0.448335,0.422107,0.980987,0.975059
0.9484,1.911635,0.320075,0.248785,0.980691,0.975059
1.0441,2.106583,0.243053,0.161115,0.979436,0.975059
1.1398,2.264317,0.191572,0.110386,0.977569,0.975059
1.2355,2.399172,0.155266,0.079479,0.975486,0.975059
1.3312,2.521801,0.126655,0.058515,0.973658,0.975059
1.4269,2.636815,0.102995,0.04326,0.972134,0.975059
1.5226,2.745566,0.0846,0.032384,0.970891,0.975059
1.6183,2.849399,0.070792,0.02458,0.969784,0.975059
1.714,2.99904,0.048681,0.016709,0.969438,0.975059
1.8097,3.0,0.037969,0.015704,0.963902,0.975059
1.9054,3.0,0.032883,0.015021,0.959462,0.975059
2.0011,3.0,0.049529,0.014987,0.959103,0.975059
