z,a1,n0,n1,a0,a0_avg
0.0871,0.284,1.0,2.0,0.975855,0.975855
0.1828,0.421,1.0,2.0,0.975855,0.975855
0.2785,0.501352,1.0,2.0,0.975855,0.975855
0.3742,0.513635,1.0,1.900005,0.975855,0.975855
0.4699,0.534667,1.0,1.80001,0.975855,0.975855
0.5656,0.655917,1.0,1.700015,0.975855,0.975855
0.6613,0.896667,0.97655,1.459214,0.975855,0.975855
0.757,1.127174,0.809183,1.100045,0.975855,0.975855
0.8527,1.229332,0.623569,1.00005,0.975855,0.975855
0.9484,1.305478,0.478448,0.900055,0.975855,0.975855
1.0441,1.372991,0.373265,0.80006,0.975855,0.975855
1.1398,1.436362,0.294656,0.700065,0.975855,0.975855
1.2355,1.507558,0.238955,0.60007,0.975855,0.975855
1.3312,1.588721,0.196983,0.500075,0.975855,0.975855
1.4269,1.683541,0.16328,0.40008,0.975855,0.975855
1.5226,1.807676,0.137246,0.300085,0.975855,0.975855
1.6183,1.986201,0.117145,0.20009,0.975855,0.975855
1.714,2.289502,0.101299,0.100095,0.975855,0.975855
1.8097,2.664794,0.088624,0.041158,0.975855,0.975855
1.9054,2.74779,0.078323,0.033651,0.975855,0.975855
2.0011,2.75,0.069847,0.033366,0.975855,0.975855
