z,a1,n0,n1,a0,a0_avg
0.0871,0.221889,1.0,0.999999,0.902677,0.923742
0.1828,0.220636,1.0,1.0,0.902355,0.923742
0.2785,0.223987,1.0,1.0,0.902853,0.923742
0.3742,0.227903,1.0,1.0,0.903281,0.923742
0.4699,0.226091,1.0,1.0,0.902871,0.923742
0.5656,0.2871,1.0,1.0,0.905161,0.923742
0.6613,0.465609,1.0,1.0,0.916456,0.923742
0.757,0.616655,1.0,1.0,0.92511,0.923742
0.8527,0.75046,1.0,1.0,0.933445,0.923742
0.9484,0.864244,1.0,1.0,0.9389,0.923742
1.0441,0.958605,0.984252,1.0,0.942134,0.923742
1.1398,1.026638,0.933176,1.0,0.943319,0.923742
1.2355,1.075864,0.868473,1.0,0.942731,0.923742
1.3312,1.112006,0.798156,1.0,0.94114,0.923742
1.4269,1.138484,0.73053,1.0,0.938784,0.923742
1.5226,1.156711,0.665113,1.0,0.935595,0.923742
1.6183,1.170289,0.605353,1.0,0.9322,0.923742
1.714,1.178788,0.550336,1.0,0.928492,0.923742
1.8097,1.183393,0.497459,1.0,0.924423,0.923742
1.9054,1.18664,0.453859,1.0,0.920146,0.923742
2.0011,1.189358,0.413413,1.0,0.916518,0.923742
