0,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56127,0.6374,0.67561,0.7034,0.72727,0.74919,0.76994,0.78986,0.80916,0.82796,0.84632,0.86433,0.88202,0.89943,0.91661,0.93355
0.13577,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56125,0.63656,0.67248,0.69727,0.71796,0.73661,0.75404,0.7706,0.78652,0.8019,0.81684,0.83142,0.84565,0.85959,0.87329,0.88674
0.27155,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56122,0.63575,0.66947,0.69137,0.70901,0.72453,0.73877,0.75213,0.7648,0.77693,0.7886,0.79989,0.81083,0.82148,0.83186,0.84201
0.40732,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.5612,0.635,0.66667,0.6859,0.70071,0.71332,0.72462,0.735,0.74469,0.75382,0.76248,0.77075,0.77867,0.78629,0.79365,0.80077
0.54309,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56118,0.63433,0.66418,0.68102,0.69331,0.70335,0.71204,0.71978,0.72683,0.73331,0.73932,0.74494,0.75021,0.75518,0.75989,0.76438
0.67887,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56116,0.63377,0.6621,0.67695,0.68714,0.69504,0.70156,0.70713,0.71198,0.71628,0.7201,0.72353,0.72663,0.72943,0.73197,0.7343
0.81464,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56115,0.63334,0.66053,0.67388,0.68249,0.68878,0.69366,0.6976,0.70081,0.70347,0.70566,0.70746,0.70894,0.71013,0.71107,0.7118
0.95042,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56114,0.63308,0.65954,0.67195,0.67958,0.68486,0.68873,0.69164,0.69384,0.69547,0.69665,0.69744,0.69791,0.6981,0.69805,0.6978
1.0862,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56114,0.63299,0.65921,0.67131,0.67861,0.68355,0.68707,0.68964,0.6915,0.6928,0.69364,0.69409,0.69423,0.69408,0.6937,0.69312
1.222,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56114,0.63308,0.65954,0.67195,0.67958,0.68486,0.68873,0.69164,0.69384,0.69547,0.69665,0.69744,0.69791,0.6981,0.69805,0.6978
1.3577,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56115,0.63334,0.66053,0.67388,0.68249,0.68878,0.69366,0.6976,0.70081,0.70347,0.70566,0.70746,0.70894,0.71013,0.71107,0.7118
1.4935,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56116,0.63377,0.6621,0.67695,0.68714,0.69504,0.70156,0.70713,0.71198,0.71628,0.7201,0.72353,0.72663,0.72943,0.73197,0.7343
1.6293,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56118,0.63433,0.66418,0.68102,0.69331,0.70335,0.71204,0.71978,0.72683,0.73331,0.73932,0.74494,0.75021,0.75518,0.75989,0.76438
1.7651,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.5612,0.635,0.66667,0.6859,0.70071,0.71332,0.72462,0.735,0.74469,0.75382,0.76248,0.77075,0.77867,0.78629,0.79365,0.80077
1.9008,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56122,0.63575,0.66947,0.69137,0.70901,0.72453,0.73877,0.75213,0.7648,0.77693,0.7886,0.79989,0.81083,0.82148,0.83186,0.84201
2.0366,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56125,0.63656,0.67248,0.69727,0.71796,0.73661,0.75404,0.7706,0.78652,0.8019,0.81684,0.83142,0.84565,0.85959,0.87329,0.88674
2.1724,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46678,0.56127,0.6374,0.67561,0.7034,0.72727,0.74919,0.76994,0.78986,0.80916,0.82796,0.84632,0.86433,0.88202,0.89943,0.91661,0.93355
