z,a1,n0,n1,a0,a0_avg
0.0871,3e-06,1.0,0.014782,0.847611,0.847611
0.1828,3e-06,1.0,0.020206,0.847611,0.847611
0.2785,4e-06,1.0,0.025629,0.847611,0.847611
0.3742,0.040001,1.0,0.038859,0.847611,0.847611
0.4699,0.080001,1.0,0.073782,0.847611,0.847611
0.5656,0.120001,1.0,0.108706,0.847611,0.847611
0.6613,0.160001,1.0,0.143629,0.847611,0.847611
0.757,0.200001,1.0,0.178552,0.847611,0.847611
0.8527,0.240001,1.0,0.213475,0.847611,0.847611
0.9484,0.336759,1.0,0.248398,0.847611,0.847611
1.0441,0.442211,1.0,0.283322,0.847611,0.847611
1.1398,0.51009,1.0,0.318245,0.847611,0.847611
1.2355,0.56,1.0,0.35921,0.847611,0.847611
1.3312,0.59842,1.0,0.388091,0.847611,0.847611
1.4269,0.60169,1.0,0.470535,0.847611,0.847611
1.5226,0.5845,1.0,0.59763,0.847611,0.847611
1.6183,0.611622,1.0,0.632554,0.847611,0.847611
1.714,0.636284,1.0,0.667477,0.847611,0.847611
1.8097,0.658532,1.0,0.7024,0.847611,0.847611
1.9054,0.696264,1.0,0.7024,0.847611,0.847611
2.0011,0.731734,1.0,0.7024,0.847611,0.847611
