z,a1,n0,n1,a0,a0_avg
0.0871,1e-06,1.0,0.003936,0.917039,0.917039
0.1828,0.065001,1.0,0.053739,0.917039,0.917039
0.2785,0.065001,1.0,0.053739,0.917039,0.917039
0.3742,0.065001,1.0,0.053739,0.917039,0.917039
0.4699,0.130001,1.0,0.103542,0.917039,0.917039
0.5656,0.195001,1.0,0.153346,0.917039,0.917039
0.6613,0.40627,1.0,0.203149,0.917039,0.917039
0.757,0.585001,1.0,0.318518,0.917039,0.917039
0.8527,0.65,1.0,0.454457,0.917039,0.917039
0.9484,0.711027,1.0,0.551771,0.917039,0.917039
1.0441,0.78,1.0,0.601574,0.917039,0.917039
1.1398,0.845,1.0,0.651378,0.917039,0.917039
1.2355,0.91,1.0,0.701181,0.917039,0.917039
1.3312,0.975,0.994233,0.750984,0.917039,0.917039
1.4269,1.038432,0.957298,0.800787,0.917039,0.917039
1.5226,1.06529,0.902096,0.85059,0.917039,0.917039
1.6183,1.081446,0.848091,0.900394,0.917039,0.917039
1.714,1.089899,0.796654,0.950197,0.917039,0.917039
1.8097,1.092607,0.749327,1.0,0.917039,0.917039
1.9054,1.11021,0.702599,1.0,0.917039,0.917039
2.0011,1.17,0.660784,1.0,0.917039,0.917039
