z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.976531,0.976531
0.1828,0.402627,1.0,2.0,0.976531,0.976531
0.2785,0.402628,1.0,2.0,0.976531,0.976531
0.3742,0.412617,1.0,1.900005,0.976531,0.976531
0.4699,0.423413,1.0,1.80001,0.976531,0.976531
0.5656,0.486273,1.0,1.700015,0.976531,0.976531
0.6613,0.776085,0.996847,1.60002,0.976531,0.976531
0.757,0.983718,0.813152,1.500025,0.976531,0.976531
0.8527,1.230691,0.593274,1.00005,0.976531,0.976531
0.9484,1.311349,0.437957,0.900055,0.976531,0.976531
1.0441,1.3756,0.336148,0.80006,0.976531,0.976531
1.1398,1.438529,0.269569,0.700065,0.976531,0.976531
1.2355,1.5091,0.222033,0.60007,0.976531,0.976531
1.3312,1.590355,0.184099,0.500075,0.976531,0.976531
1.4269,1.684741,0.152254,0.40008,0.976531,0.976531
1.5226,1.807835,0.126378,0.300085,0.976531,0.976531
1.6183,1.985783,0.106156,0.20009,0.976531,0.976531
1.714,2.287893,0.071911,0.100095,0.976531,0.976531
1.8097,2.669952,0.094117,0.040469,0.976531,0.976531
1.9054,2.749673,0.085117,0.033249,0.976531,0.976531
2.0011,2.75,0.069086,0.033129,0.976531,0.976531
