z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,0.59894,0.964582,0.964582
0.1828,0.1195,1.0,0.795682,0.964582,0.964582
0.2785,0.229,1.0,0.992424,0.964582,0.964582
0.3742,0.3385,1.0,1.189166,0.964582,0.964582
0.4699,0.448,1.0,1.385908,0.964582,0.964582
0.5656,0.7765,1.0,0.016093,0.964582,0.964582
0.6613,0.7765,1.0,0.448866,0.964582,0.964582
0.757,0.7765,0.991508,1.510908,0.964582,0.964582
0.8527,0.848304,0.835749,2.0,0.964582,0.964582
0.9484,1.116374,0.468862,1.346258,0.964582,0.964582
1.0441,1.267169,0.292739,1.014567,0.964582,0.964582
1.1398,1.419409,0.309154,0.711004,0.964582,0.964582
1.2355,1.543,0.338552,0.53006,0.964582,0.964582
1.3312,1.6525,0.359966,0.41197,0.964582,0.964582
1.4269,1.762,0.346662,0.323586,0.964582,0.964582
1.5226,1.8715,0.265842,0.25741,0.964582,0.964582
1.6183,1.981,0.19794,0.202659,0.964582,0.964582
1.714,2.0905,0.148069,0.158254,0.964582,0.964582
1.8097,2.2,0.110741,0.123387,0.964582,0.964582
1.9054,2.2,0.086043,0.123396,0.964582,0.964582
2.0011,2.2,0.081791,0.122471,0.964582,0.964582
