z,a1,n0,n1,a0,a0_avg
0.0871,0.01,1.0,2.0,0.975059,0.975059
0.1828,0.4285,1.0,2.0,0.975059,0.975059
0.2785,0.464821,1.0,2.0,0.975059,0.975059
0.3742,0.47619,1.0,1.900005,0.975059,0.975059
0.4699,0.488547,1.0,1.80001,0.975059,0.975059
0.5656,0.566774,1.0,1.700015,0.975059,0.975059
0.6613,0.882193,0.949356,1.591502,0.975059,0.975059
0.757,1.172947,0.666369,1.100045,0.975059,0.975059
0.8527,1.264986,0.448335,1.00005,0.975059,0.975059
0.9484,1.323323,0.320075,0.900055,0.975059,0.975059
1.0441,1.375203,0.243053,0.80006,0.975059,0.975059
1.1398,1.426364,0.191572,0.700065,0.975059,0.975059
1.2355,1.489588,0.155266,0.60007,0.975059,0.975059
1.3312,1.565447,0.126655,0.500075,0.975059,0.975059
1.4269,1.684,0.102995,0.40008,0.975059,0.975059
1.5226,1.8235,0.0846,0.300085,0.975059,0.975059
1.6183,1.963,0.070792,0.20009,0.975059,0.975059
1.714,2.260058,0.048681,0.100095,0.975059,0.975059
1.8097,2.8,0.037969,0.027632,0.975059,0.975059
1.9054,2.8,0.032883,0.0273,0.975059,0.975059
2.0011,2.8,0.049529,0.027333,0.975059,0.975059
