z,a1,n0,n1,a0,a0_avg
0.0871,0.294,1.0,2.0,0.977622,0.977622
0.1828,0.436,1.0,2.0,0.977622,0.977622
0.2785,0.558298,1.0,1.912127,0.977622,0.977622
0.3742,0.560693,1.0,1.88937,0.977622,0.977622
0.4699,0.574652,1.0,1.80001,0.977622,0.977622
0.5656,0.692112,1.0,1.700015,0.977622,0.977622
0.6613,1.058976,0.882353,1.20004,0.977622,0.977622
0.757,1.199451,0.604231,1.100045,0.977622,0.977622
0.8527,1.272221,0.404472,1.00005,0.977622,0.977622
0.9484,1.325053,0.284606,0.900055,0.977622,0.977622
1.0441,1.371917,0.20964,0.80006,0.977622,0.977622
1.1398,1.423616,0.161196,0.700065,0.977622,0.977622
1.2355,1.484279,0.127501,0.60007,0.977622,0.977622
1.3312,1.572,0.103243,0.500075,0.977622,0.977622
1.4269,1.714,0.084644,0.40008,0.977622,0.977622
1.5226,1.856,0.070799,0.300085,0.977622,0.977622
1.6183,1.998,0.059648,0.20009,0.977622,0.977622
1.714,2.270282,0.050878,0.100095,0.977622,0.977622
1.8097,2.85,0.044105,0.025372,0.977622,0.977622
1.9054,2.85,0.038539,0.02504,0.977622,0.977622
2.0011,2.85,0.034072,0.024748,0.977622,0.977622
