z,a1,n0,n1,a0,a0_avg
0.0871,0.756389,1.0,1.0,0.982171,0.97753
0.1828,0.757883,1.0,1.0,0.982439,0.97753
0.2785,0.756999,1.0,1.0,0.982298,0.97753
0.3742,0.755363,1.0,1.0,0.981969,0.97753
0.4699,0.756912,1.0,1.0,0.981928,0.97753
0.5656,0.886066,1.0,1.0,0.985882,0.97753
0.6613,1.140838,0.882353,1.0,0.981697,0.97753
0.757,1.496354,0.604231,0.570094,0.983101,0.97753
0.8527,1.795403,0.404472,0.319786,0.984319,0.97753
0.9484,2.020364,0.284606,0.197509,0.982973,0.97753
1.0441,2.212591,0.20964,0.127328,0.981864,0.97753
1.1398,2.373941,0.161196,0.086677,0.980261,0.97753
1.2355,2.51289,0.127501,0.061569,0.97866,0.97753
1.3312,2.63974,0.103243,0.044808,0.97729,0.97753
1.4269,2.757348,0.084644,0.03317,0.976203,0.97753
1.5226,2.868636,0.070799,0.024976,0.975244,0.97753
1.6183,2.972205,0.059648,0.019028,0.974452,0.97753
1.714,3.0,0.050878,0.016977,0.970465,0.97753
1.8097,3.0,0.044105,0.016173,0.9658,0.97753
1.9054,3.0,0.038539,0.015465,0.961504,0.97753
2.0011,3.0,0.034072,0.01486,0.957605,0.97753
