z,a1,n0,n1,a0,a0_avg
0.0871,1e-06,1.0,0.003936,0.917217,0.917217
0.1828,0.065001,1.0,0.053739,0.917217,0.917217
0.2785,0.130001,1.0,0.103542,0.917217,0.917217
0.3742,0.130001,1.0,0.103542,0.917217,0.917217
0.4699,0.130001,1.0,0.103542,0.917217,0.917217
0.5656,0.195001,1.0,0.153346,0.917217,0.917217
0.6613,0.38771,1.0,0.203149,0.917217,0.917217
0.757,0.585001,1.0,0.308631,0.917217,0.917217
0.8527,0.65,1.0,0.453591,0.917217,0.917217
0.9484,0.707285,1.0,0.551771,0.917217,0.917217
1.0441,0.773236,1.0,0.601574,0.917217,0.917217
1.1398,0.845,1.0,0.651378,0.917217,0.917217
1.2355,0.91,1.0,0.701181,0.917217,0.917217
1.3312,0.975,0.990401,0.750984,0.917217,0.917217
1.4269,1.04,0.944647,0.800787,0.917217,0.917217
1.5226,1.07775,0.886064,0.85059,0.917217,0.917217
1.6183,1.091576,0.827771,0.900394,0.917217,0.917217
1.714,1.098094,0.776852,0.950197,0.917217,0.917217
1.8097,1.098479,0.732215,1.0,0.917217,0.917217
1.9054,1.114576,0.68872,1.0,0.917217,0.917217
2.0011,1.17,0.650279,1.0,0.917217,0.917217
