z,a1,n0,n1,a0,a0_avg
0.0871,0.003579,1.0,2.2e-05,0.91485,0.917217
0.1828,0.004765,1.0,8e-06,0.914599,0.917217
0.2785,0.003559,1.0,8.8e-05,0.915086,0.917217
0.3742,0.003433,1.0,2.1e-05,0.915058,0.917217
0.4699,0.00471,1.0,2.3e-05,0.915082,0.917217
0.5656,0.005634,1.0,3e-06,0.915151,0.917217
0.6613,0.004398,1.0,2.4e-05,0.903451,0.917217
0.757,0.175662,1.0,0.999996,0.886635,0.917217
0.8527,0.388967,1.0,0.999999,0.898423,0.917217
0.9484,0.511137,1.0,1.0,0.906065,0.917217
1.0441,0.607321,1.0,1.0,0.911852,0.917217
1.1398,0.706717,1.0,1.0,0.915869,0.917217
1.2355,0.813891,1.0,1.0,0.920587,0.917217
1.3312,0.916077,0.990401,1.0,0.92554,0.917217
1.4269,0.991378,0.944647,1.0,0.928629,0.917217
1.5226,1.043439,0.886064,1.0,0.930156,0.917217
1.6183,1.079254,0.827771,1.0,0.930866,0.917217
1.714,1.105295,0.776852,1.0,0.93065,0.917217
1.8097,1.122032,0.732215,1.0,0.929186,0.917217
1.9054,1.135399,0.68872,1.0,0.927914,0.917217
2.0011,1.145991,0.650279,1.0,0.925903,0.917217
