z,a1,n0,n1,a0,a0_avg
0.0871,0.294,1.0,2.0,0.980559,0.980559
0.1828,0.436,1.0,2.0,0.980559,0.980559
0.2785,0.495196,1.0,2.0,0.980559,0.980559
0.3742,0.507408,1.0,1.900005,0.980559,0.980559
0.4699,0.520585,1.0,1.80001,0.980559,0.980559
0.5656,0.601972,1.0,1.700015,0.980559,0.980559
0.6613,0.981658,0.908271,1.381967,0.980559,0.980559
0.757,1.204186,0.58812,1.100045,0.980559,0.980559
0.8527,1.278609,0.377939,1.00005,0.980559,0.980559
0.9484,1.329282,0.264319,0.900055,0.980559,0.980559
1.0441,1.375377,0.198407,0.80006,0.980559,0.980559
1.1398,1.426541,0.155895,0.700065,0.980559,0.980559
1.2355,1.486884,0.12471,0.60007,0.980559,0.980559
1.3312,1.572,0.10078,0.500075,0.980559,0.980559
1.4269,1.714,0.082128,0.40008,0.980559,0.980559
1.5226,1.856,0.068039,0.300085,0.980559,0.980559
1.6183,1.998,0.05683,0.20009,0.980559,0.980559
1.714,2.27505,0.048196,0.100095,0.980559,0.980559
1.8097,2.85,0.041363,0.025743,0.980559,0.980559
1.9054,2.85,0.036082,0.025407,0.980559,0.980559
2.0011,2.85,0.031832,0.025094,0.980559,0.980559
