z,a1,n0,n1,a0,a0_avg
0.0871,0.857409,1.0,0.951114,0.964315,0.968093
0.1828,0.853143,1.0,0.963198,0.96417,0.968093
0.2785,0.85891,1.0,0.948189,0.964374,0.968093
0.3742,0.847289,1.0,0.982919,0.963925,0.968093
0.4699,0.915922,1.0,0.929032,0.965782,0.968093
0.5656,1.166822,0.975258,0.80261,0.971155,0.968093
0.6613,1.480227,0.766995,0.537416,0.975591,0.968093
0.757,1.770335,0.53948,0.318753,0.978557,0.968093
0.8527,2.010171,0.383683,0.193286,0.97803,0.968093
0.9484,2.220861,0.28141,0.120501,0.977648,0.968093
1.0441,2.397462,0.213796,0.079118,0.976639,0.968093
1.1398,2.554975,0.1687,0.05397,0.975607,0.968093
1.2355,2.697309,0.135714,0.037712,0.974771,0.968093
1.3312,2.825818,0.112302,0.027287,0.973916,0.968093
1.4269,2.944744,0.093841,0.020008,0.973185,0.968093
1.5226,3.0,0.079768,0.016801,0.970047,0.968093
1.6183,3.0,0.068863,0.015928,0.964902,0.968093
1.714,3.0,0.060215,0.015202,0.960283,0.968093
1.8097,3.0,0.052736,0.014477,0.956112,0.968093
1.9054,3.0,0.046787,0.013852,0.952268,0.968093
2.0011,3.0,0.041929,0.013294,0.948666,0.968093
