z,a1,n0,n1,a0,a0_avg
0.0871,0.294,1.0,2.0,0.980559,0.980559
0.1828,0.436,1.0,2.0,0.980559,0.980559
0.2785,0.578,1.0,2.0,0.980559,0.980559
0.3742,0.72,1.0,1.589056,0.980559,0.980559
0.4699,0.801577,1.0,1.40003,0.980559,0.980559
0.5656,0.992505,0.975258,1.300035,0.980559,0.980559
0.6613,1.143246,0.766995,1.20004,0.980559,0.980559
0.757,1.222464,0.53948,1.100045,0.980559,0.980559
0.8527,1.274022,0.383683,1.00005,0.980559,0.980559
0.9484,1.315649,0.28141,0.900055,0.980559,0.980559
1.0441,1.356638,0.213796,0.80006,0.980559,0.980559
1.1398,1.405965,0.1687,0.700065,0.980559,0.980559
1.2355,1.462685,0.135714,0.60007,0.980559,0.980559
1.3312,1.572,0.112302,0.500075,0.980559,0.980559
1.4269,1.714,0.093841,0.40008,0.980559,0.980559
1.5226,1.856,0.079768,0.300085,0.980559,0.980559
1.6183,1.998,0.068863,0.20009,0.980559,0.980559
1.714,2.258987,0.060215,0.100095,0.980559,0.980559
1.8097,2.85,0.052736,0.024853,0.980559,0.980559
1.9054,2.85,0.046787,0.024427,0.980559,0.980559
2.0011,2.85,0.041929,0.024031,0.980559,0.980559
