0.0042622,1.0955,281.59,72377,1.8603e+07,4.7817e+09,1.2289e+12,3.0806e+14,2.0251e+16,1.2384e+17,3.7346e+17,8.3727e+17,1.5649e+18,2.5065e+18,3.7251e+18,5.2189e+18,6.9962e+18,9.0635e+18,1.1422e+19,1.4066e+19,1.6984e+19,2.0162e+19,2.3578e+19,2.7211e+19,3.1032e+19,3.5013e+19,3.912e+19,4.3323e+19,4.7587e+19,5.1884e+19
0.007803,2.0056,515.52,1.325e+05,3.4058e+07,8.7541e+09,2.2499e+12,5.6393e+14,3.6909e+16,2.227e+17,6.6112e+17,1.4519e+18,2.6925e+18,4.2983e+18,6.3332e+18,8.798e+18,1.1699e+19,1.5038e+19,1.881e+19,2.3001e+19,2.7592e+19,3.256e+19,3.7875e+19,4.3505e+19,4.9413e+19,5.5561e+19,6.1899e+19,6.8383e+19,7.4958e+19,8.1577e+19
0.013647,3.5076,901.58,2.3174e+05,5.9564e+07,1.531e+10,3.9348e+12,9.8625e+14,6.4523e+16,3.8869e+17,1.1483e+18,2.4816e+18,4.5291e+18,7.1968e+18,1.0546e+19,1.4572e+19,1.9284e+19,2.4681e+19,3.0746e+19,3.7445e+19,4.4732e+19,5.2554e+19,6.0843e+19,6.9533e+19,7.8545e+19,8.7805e+19,9.723e+19,1.0675e+20,1.163e+20,1.2582e+20
0.020992,5.3956,1386.8,3.5647e+05,9.1624e+07,2.355e+10,6.0527e+12,1.517e+15,9.8879e+16,5.8858e+17,1.7182e+18,3.6622e+18,6.5334e+18,1.0258e+19,1.487e+19,2.0337e+19,2.6646e+19,3.378e+19,4.1705e+19,5.0373e+19,5.9727e+19,6.9704e+19,8.0232e+19,9.1239e+19,1.0264e+20,1.1436e+20,1.2629e+20,1.3834e+20,1.5041e+20,1.6242e+20
0.030138,7.7465,1991.1,5.1179e+05,1.3155e+08,3.3812e+10,8.6899e+12,2.1778e+15,1.4139e+17,8.3149e+17,2.3958e+18,5.0786e+18,8.8757e+18,1.3771e+19,1.9748e+19,2.6737e+19,3.4705e+19,4.3611e+19,5.3396e+19,6.3987e+19,7.5298e+19,8.7244e+19,9.9726e+19,1.1265e+20,1.2592e+20,1.3943e+20,1.5308e+20,1.6675e+20,1.8034e+20,1.9377e+20
0.040567,10.427,2680.1,6.8887e+05,1.7706e+08,4.5511e+10,1.1697e+13,2.9311e+15,1.8933e+17,1.0966e+18,3.1067e+18,6.501e+18,1.1181e+19,1.7113e+19,2.4232e+19,3.242e+19,4.1618e+19,5.1759e+19,6.2759e+19,7.452e+19,8.6938e+19,9.9905e+19,1.1331e+20,1.2705e+20,1.4101e+20,1.5509e+20,1.6917e+20,1.8315e+20,1.9692e+20,2.1042e+20
0.052382,13.464,3460.7,8.8951e+05,2.2863e+08,5.8767e+10,1.5104e+13,3.7843e+15,2.4289e+17,1.3799e+18,3.8268e+18,7.8205e+18,1.327e+19,1.9987e+19,2.7877e+19,3.6776e+19,4.6586e+19,5.7213e+19,6.8557e+19,8.0512e+19,9.2974e+19,1.0585e+20,1.1903e+20,1.3245e+20,1.46e+20,1.596e+20,1.7314e+20,1.8652e+20,1.9964e+20,2.1242e+20
0.065758,16.902,4344.4,1.1167e+06,2.8702e+08,7.3773e+10,1.896e+13,4.75e+15,3.0296e+17,1.6895e+18,4.5906e+18,9.1579e+18,1.5347e+19,2.2743e+19,3.1217e+19,4.0601e+19,5.0769e+19,6.1605e+19,7.2991e+19,8.4797e+19,9.6899e+19,1.0918e+20,1.2153e+20,1.3385e+20,1.4606e+20,1.5806e+20,1.6979e+20,1.8118e+20,1.9218e+20,2.0278e+20
0.079599,20.46,5258.8,1.3517e+06,3.4743e+08,8.9301e+10,2.2951e+13,5.7489e+15,3.6351e+17,1.9754e+18,5.2229e+18,1.0158e+19,1.6575e+19,2.4109e+19,3.2513e+19,4.1574e+19,5.1158e+19,6.1145e+19,7.1426e+19,8.1902e+19,9.2482e+19,1.0309e+20,1.1366e+20,1.2414e+20,1.3448e+20,1.4462e+20,1.5452e+20,1.6412e+20,1.7339e+20,1.823e+20
0.094348,24.251,6233.2,1.6022e+06,4.1181e+08,1.0585e+11,2.7204e+13,6.813e+15,4.2709e+17,2.2627e+18,5.8204e+18,1.1046e+19,1.7547e+19,2.505e+19,3.3192e+19,4.1768e+19,5.065e+19,5.9724e+19,6.8886e+19,7.8041e+19,8.7105e+19,9.6009e+19,1.047e+20,1.1314e+20,1.213e+20,1.2916e+20,1.367e+20,1.4392e+20,1.5084e+20,1.575e+20
