2.0815E-253,2.8286E-221,3.8439E-189,5.2236E-157,7.0986E-125,9.6465E-93,1.3109E-60,1.7814E-28,24208,3.8894E+016,2.5198E+017,8.0157E+017,1.627E+018,2.5753E+018,3.713E+018,4.1936E+018,6.1894E+018,2.3632E+019,4.9514E+018,1.9384E+019,2.1822E+019,1.7808E+019,3.3149E+019,3.3894E+019,3.7856E+019,4.0266E+019,4.2151E+019,4.4582E+019,4.827E+019,5.3795E+019,5.4444E+019,6.5687E+019,6.9734E+019,7.1956E+019
3.8005E-253,5.1647E-221,7.0185E-189,9.5376E-157,1.2961E-124,1.7613E-92,2.3935E-60,3.2526E-28,44201,6.9703E+016,4.4064E+017,1.3621E+018,2.752E+018,4.3898E+018,6.374E+018,7.0958E+018,1.0299E+019,3.9792E+019,8.1122E+018,3.0298E+019,3.4124E+019,2.7206E+019,5.3949E+019,5.4434E+019,6.095E+019,6.4483E+019,6.7131E+019,7.0506E+019,7.6319E+019,8.4998E+019,8.5135E+019,1.0396E+020,1.1003E+020,1.1291E+020
7.0089E-253,9.5247E-221,1.2943E-188,1.7589E-156,2.3903E-124,3.2482E-92,4.4141E-60,5.9985E-28,81515,1.2789E+017,7.9784E+017,2.4527E+018,4.7081E+018,7.3098E+018,1.0516E+019,1.1613E+019,1.711E+019,6.4952E+019,1.3042E+019,5.2332E+019,5.8136E+019,4.6708E+019,8.569E+019,8.6659E+019,9.5821E+019,1.0088E+020,1.0458E+020,1.0917E+020,1.1772E+020,1.3048E+020,1.2989E+020,1.5839E+020,1.6693E+020,1.7052E+020
1.1017E-252,1.4971E-220,2.0344E-188,2.7647E-156,3.757E-124,5.1055E-92,6.9381E-60,9.4284E-28,128130,1.9617E+017,1.1997E+018,3.5862E+018,6.9174E+018,1.0544E+019,1.5041E+019,1.6405E+019,2.348E+019,9.04E+019,1.7918E+019,6.599E+019,7.3586E+019,5.7659E+019,1.1529E+020,1.1476E+020,1.2749E+020,1.3347E+020,1.3762E+020,1.427E+020,1.5359E+020,1.6974E+020,1.6755E+020,2.0538E+020,2.1563E+020,2.1914E+020
1.6404E-252,2.2292E-220,3.0293E-188,4.1167E-156,5.5943E-124,7.6022E-92,1.0331E-59,1.4039E-27,190780,2.8666E+017,1.6969E+018,5.0201E+018,9.6058E+018,1.4218E+019,2.0051E+019,2.1559E+019,3.0712E+019,1.1708E+020,2.2858E+019,8.4495E+019,9.3366E+019,7.2475E+019,1.4357E+020,1.4187E+020,1.5662E+020,1.6288E+020,1.6693E+020,1.7159E+020,1.8409E+020,2.0265E+020,1.9796E+020,2.4406E+020,2.5501E+020,2.5751E+020
2.2824E-252,3.1017E-220,4.215E-188,5.7279E-156,7.7838E-124,1.0578E-91,1.4374E-59,1.9534E-27,265450,3.8996E+017,2.2554E+018,6.476E+018,1.2247E+019,1.7803E+019,2.4809E+019,2.6224E+019,3.6979E+019,1.3969E+020,2.6869E+019,9.8223E+019,1.0768E+020,8.2551E+019,1.6388E+020,1.6041E+020,1.7604E+020,1.8171E+020,1.8494E+020,1.8815E+020,2.0114E+020,2.2053E+020,2.1272E+020,2.6435E+020,2.7468E+020,2.7529E+020
3.0498E-252,4.1444E-220,5.632E-188,7.6535E-156,1.0401E-123,1.4134E-91,1.9207E-59,2.6101E-27,354690,5.0565E+017,2.8026E+018,7.7963E+018,1.4564E+019,2.1052E+019,2.9E+019,3.0057E+019,4.1365E+019,1.5643E+020,2.961E+019,1.0142E+020,1.1095E+020,8.2814E+019,1.7485E+020,1.6845E+020,1.8481E+020,1.8923E+020,1.9117E+020,1.9226E+020,2.0491E+020,2.2399E+020,2.129E+020,2.6778E+020,2.7669E+020,2.7504E+020
4.0159E-252,5.4573E-220,7.4162E-188,1.0078E-155,1.3695E-123,1.8611E-91,2.5291E-59,3.4369E-27,467060,6.5049E+017,3.4955E+018,9.4815E+018,1.6875E+019,2.4028E+019,3.2594E+019,3.2983E+019,4.5686E+019,1.6787E+020,3.105E+019,1.127E+020,1.2086E+020,8.987E+019,1.7709E+020,1.6967E+020,1.8346E+020,1.8601E+020,1.8628E+020,1.8446E+020,1.9584E+020,2.1353E+020,1.9891E+020,2.5498E+020,2.617E+020,2.5746E+020
4.993E-252,6.7852E-220,9.2206E-188,1.253E-155,1.7028E-123,2.314E-91,3.1445E-59,4.2732E-27,580700,7.7665E+017,3.9748E+018,1.0288E+019,1.8443E+019,2.5815E+019,3.4751E+019,3.4232E+019,4.5804E+019,1.7019E+020,3.0595E+019,1.0061E+020,1.0817E+020,7.7086E+019,1.6953E+020,1.5892E+020,1.7236E+020,1.7311E+020,1.7188E+020,1.6743E+020,1.7746E+020,1.9367E+020,1.7636E+020,2.3241E+020,2.3712E+020,2.3078E+020
6.2007E-252,8.4263E-220,1.1451E-187,1.5561E-155,2.1146E-123,2.8736E-91,3.9051E-59,5.3067E-27,721150,9.3703E+017,4.5648E+018,1.1538E+019,1.9706E+019,2.6816E+019,3.5773E+019,3.4143E+019,4.597E+019,1.6621E+020,2.8781E+019,1.0026E+020,1.0558E+020,7.4233E+019,1.5512E+020,1.4418E+020,1.5442E+020,1.5347E+020,1.5095E+020,1.4407E+020,1.5265E+020,1.6727E+020,1.4799E+020,2.0291E+020,2.0588E+020,1.9804E+020
