4.4678e-10,7.3015e-07,0.0011932,1.9501,3186.9,5.2082e+06,8.5116e+09,1.3888e+13,8.4726e+15,9.2084e+16,3.2667e+17,7.8527e+17,1.5289e+18,2.4679e+18,3.6746e+18,5.1763e+18,6.9952e+18,9.1486e+18,1.164e+19,1.449e+19,1.4889e+19,1.6873e+19,2.0238e+19,3.4605e+19,3.9104e+19,3.1668e+19,3.7075e+19,5.4079e+19,5.9784e+19,6.6359e+19,7.0791e+19,7.4142e+19,7.8585e+19,8.4499e+19
8.1913e-10,1.3387e-06,0.0021877,3.5753,5843,9.5489e+06,1.5605e+10,2.5462e+13,1.5494e+16,1.6585e+17,5.7771e+17,1.3599e+18,2.6095e+18,4.2195e+18,6.2385e+18,8.7117e+18,1.1668e+19,1.5125e+19,1.9078e+19,2.3546e+19,2.3909e+19,2.6858e+19,3.1976e+19,5.4784e+19,6.1481e+19,4.9022e+19,5.7081e+19,8.346e+19,9.1775e+19,1.0144e+20,1.0761e+20,1.1203e+20,1.1814e+20,1.2667e+20
1.439e-09,2.3516e-06,0.0038432,6.2807,10264,1.6775e+07,2.7414e+10,4.4729e+13,2.7221e+16,2.9138e+17,1.0111e+18,2.3444e+18,4.3902e+18,7.0724e+18,1.0398e+19,1.4456e+19,1.9301e+19,2.4963e+19,3.1431e+19,3.8728e+19,3.9221e+19,4.3975e+19,5.2265e+19,8.9199e+19,9.981e+19,7.9586e+19,9.239e+19,1.342e+20,1.4702e+20,1.6182e+20,1.7101e+20,1.7741e+20,1.8629e+20,1.9872e+20
2.2232e-09,3.6332e-06,0.0059376,9.7035,15858,2.5916e+07,4.2353e+10,6.9104e+13,4.1972e+16,4.4365e+17,1.5182e+18,3.4714e+18,6.345e+18,1.0091e+19,1.4673e+19,2.0162e+19,2.6594e+19,3.3975e+19,4.2266e+19,5.1468e+19,5.1447e+19,5.7068e+19,6.7155e+19,1.1402e+20,1.2649e+20,9.9593e+19,1.1477e+20,1.6641e+20,1.8127e+20,1.9868e+20,2.0891e+20,2.1556e+20,2.2538e+20,2.4005e+20
3.2061e-09,5.2396e-06,0.0085628,13.994,22869,3.7375e+07,6.1079e+10,9.9658e+13,6.0404e+16,6.3062e+17,2.1272e+18,4.8239e+18,8.6587e+18,1.358e+19,1.9536e+19,2.6581e+19,3.475e+19,4.4028e+19,5.4348e+19,6.5677e+19,6.5009e+19,7.158e+19,8.3688e+19,1.4178e+20,1.5629e+20,1.2183e+20,1.3962e+20,2.0194e+20,2.1872e+20,2.3844e+20,2.4919e+20,2.5554e+20,2.6556e+20,2.8137e+20
4.3418e-09,7.0957e-06,0.011596,18.951,30971,5.0614e+07,8.2717e+10,1.3496e+14,8.1578e+16,8.3804e+17,2.7744e+18,6.1885e+18,1.0951e+19,1.6914e+19,2.4008e+19,3.2245e+19,4.1644e+19,5.2159e+19,6.3687e+19,7.6153e+19,7.4551e+19,8.1318e+19,9.4225e+19,1.5819e+20,1.7293e+20,1.3382e+20,1.5221e+20,2.1869e+20,2.3541e+20,2.553e+20,2.6531e+20,2.7052e+20,2.7958e+20,2.9501e+20
5.6414e-09,9.2194e-06,0.015067,24.623,40240,6.5763e+07,1.0747e+11,1.7535e+14,1.0562e+17,1.0629e+18,3.4357e+18,7.4759e+18,1.3045e+19,1.9811e+19,2.7693e+19,3.6647e+19,4.665e+19,5.7624e+19,6.9442e+19,8.1998e+19,7.907e+19,8.5219e+19,9.771e+19,1.6392e+20,1.7756e+20,1.3489e+20,1.5228e+20,2.1918e+20,2.3431e+20,2.527e+20,2.6069e+20,2.6371e+20,2.7061e+20,2.8429e+20
7.1388e-09,1.1667e-05,0.019066,31.159,50922,8.3219e+07,1.36e+11,2.219e+14,1.3321e+17,1.3145e+18,4.1555e+18,8.8174e+18,1.5131e+19,2.262e+19,3.1066e+19,4.0515e+19,5.0917e+19,6.2167e+19,7.4108e+19,8.6583e+19,8.2528e+19,8.8099e+19,1.001e+20,1.6599e+20,1.7812e+20,1.3456e+20,1.5056e+20,2.1443e+20,2.2749e+20,2.4364e+20,2.4946e+20,2.5047e+20,2.55e+20,2.6601e+20
8.7004e-09,1.4219e-05,0.023237,37.975,62061,1.0142e+08,1.6575e+11,2.7043e+14,1.6156e+17,1.5494e+18,4.7475e+18,9.8047e+18,1.6359e+19,2.3994e+19,3.2403e+19,4.1498e+19,5.1217e+19,6.1445e+19,7.2039e+19,8.2838e+19,7.7409e+19,8.1366e+19,9.1235e+19,1.5165e+20,1.6083e+20,1.1832e+20,1.3118e+20,1.8787e+20,1.977e+20,2.1055e+20,2.137e+20,2.1246e+20,2.1445e+20,2.2284e+20
1.0401e-08,1.6998e-05,0.027779,45.398,74192,1.2125e+08,1.9815e+11,3.2329e+14,1.9223e+17,1.794e+18,5.3317e+18,1.0721e+19,1.7365e+19,2.4952e+19,3.3102e+19,4.1727e+19,5.0786e+19,6.0158e+19,6.9699e+19,7.9237e+19,7.2946e+19,7.5827e+19,8.4229e+19,1.3958e+20,1.4657e+20,1.0619e+20,1.167e+20,1.6665e+20,1.7395e+20,1.8399e+20,1.8504e+20,1.822e+20,1.8212e+20,1.8784e+20
