78.645,6662.9,5.6449e+05,4.7824e+07,4.0517e+09,3.4326e+11,2.9037e+13,2.1798e+15,3.8551e+16,1.6602e+17,4.398e+17,9.2624e+17,1.6571e+18,2.6236e+18,3.8751e+18,5.4115e+18,7.2412e+18,9.3713e+18,1.1805e+19,1.4544e+19,1.7592e+19,2.0966e+19,2.4655e+19,2.8648e+19,3.292e+19,3.748e+19,4.2301e+19,4.7376e+19,5.2687e+19,5.8207e+19
143.76,12180,1.0319e+06,8.7422e+07,7.4065e+09,6.2747e+11,5.3078e+13,3.9827e+15,7.0017e+16,2.9792e+17,7.7788e+17,1.6021e+18,2.8611e+18,4.4991e+18,6.5819e+18,9.108e+18,1.2082e+19,1.5508e+19,1.938e+19,2.3695e+19,2.8451e+19,3.3661e+19,3.9301e+19,4.5351e+19,5.1772e+19,5.8572e+19,6.571e+19,7.3174e+19,8.0939e+19,8.897e+19
250.8,21248,1.8002e+06,1.5251e+08,1.2921e+10,1.0947e+12,9.2598e+13,6.9475e+15,1.2198e+17,5.1749e+17,1.3432e+18,2.7131e+18,4.8107e+18,7.5345e+18,1.0973e+19,1.5121e+19,1.9984e+19,2.5573e+19,3.1878e+19,3.8894e+19,4.661e+19,5.4997e+19,6.4026e+19,7.3664e+19,8.3841e+19,9.4554e+19,1.0573e+20,1.1733e+20,1.2931e+20,1.416e+20
384.01,32534,2.7563e+06,2.3352e+08,1.9784e+10,1.6761e+12,1.4178e+14,1.0633e+16,1.8567e+17,7.787e+17,1.9989e+18,3.9764e+18,6.9098e+18,1.0688e+19,1.5381e+19,2.0953e+19,2.7386e+19,3.4658e+19,4.2739e+19,5.1599e+19,6.1206e+19,7.155e+19,8.2577e+19,9.4236e+19,1.0645e+20,1.1921e+20,1.3242e+20,1.4608e+20,1.6012e+20,1.7449e+20
549.75,46576,3.9459e+06,3.343e+08,2.8323e+10,2.3995e+12,2.0297e+14,1.5215e+16,2.6414e+17,1.0953e+18,2.7791e+18,5.5256e+18,9.3877e+18,1.4369e+19,2.047e+19,2.7627e+19,3.5796e+19,4.4925e+19,5.4961e+19,6.5851e+19,7.754e+19,9.0002e+19,1.0316e+20,1.1693e+20,1.3124e+20,1.4606e+20,1.6127e+20,1.7685e+20,1.9272e+20,2.0883e+20
735.44,62307,5.2787e+06,4.4722e+08,3.7889e+10,3.2099e+12,2.7152e+14,2.0342e+16,3.5052e+17,1.4322e+18,3.577e+18,7.0395e+18,1.175e+19,1.7744e+19,2.4954e+19,3.3268e+19,4.261e+19,5.2894e+19,6.4046e+19,7.5994e+19,8.8662e+19,1.02e+20,1.1591e+20,1.3034e+20,1.452e+20,1.6046e+20,1.7601e+20,1.918e+20,2.0778e+20,2.2388e+20
945.04,80065,6.7832e+06,5.7468e+08,4.8688e+10,4.1248e+12,3.4891e+14,2.6121e+16,4.4598e+17,1.7898e+18,4.3861e+18,8.433e+18,1.3908e+19,2.0674e+19,2.8644e+19,3.766e+19,4.7605e+19,5.8362e+19,6.9836e+19,8.1941e+19,9.4583e+19,1.0769e+20,1.2117e+20,1.3496e+20,1.4904e+20,1.6331e+20,1.7772e+20,1.9223e+20,2.0678e+20,2.2132e+20
1177.1,99722,8.4486e+06,7.1577e+08,6.0641e+10,5.1375e+12,4.3456e+14,3.251e+16,5.5e+17,2.1684e+18,5.214e+18,9.8066e+18,1.5978e+19,2.3375e+19,3.19e+19,4.1362e+19,5.1612e+19,6.2519e+19,7.3978e+19,8.5891e+19,9.8159e+19,1.1069e+20,1.234e+20,1.3623e+20,1.4917e+20,1.6212e+20,1.7504e+20,1.8788e+20,2.006e+20,2.1314e+20
1416.9,1.2004e+05,1.017e+07,8.6164e+08,7.2999e+10,6.1844e+12,5.2312e+14,3.9099e+16,6.5356e+17,2.5164e+18,5.9013e+18,1.085e+19,1.7224e+19,2.4732e+19,3.3145e+19,4.2239e+19,5.1853e+19,6.1846e+19,7.2116e+19,8.2569e+19,9.3118e+19,1.0368e+20,1.142e+20,1.2465e+20,1.3499e+20,1.4519e+20,1.5527e+20,1.6519e+20,1.7491e+20,1.8445e+20
1665.8,1.4113e+05,1.1957e+07,1.013e+09,8.5823e+10,7.2709e+12,6.15e+14,4.5922e+16,7.5822e+17,2.8513e+18,6.5226e+18,1.1722e+19,1.8169e+19,2.5635e+19,3.3783e+19,4.2392e+19,5.1307e+19,6.0406e+19,6.9599e+19,7.8801e+19,8.7939e+19,9.6934e+19,1.0575e+20,1.1437e+20,1.2271e+20,1.3079e+20,1.3866e+20,1.4628e+20,1.5362e+20,1.6071e+20
1907.2,1.6158e+05,1.3689e+07,1.1598e+09,9.8256e+10,8.3242e+12,7.0409e+14,5.2518e+16,8.5533e+17,3.1329e+18,6.9755e+18,1.2233e+19,1.8543e+19,2.563e+19,3.3134e+19,4.0845e+19,4.8616e+19,5.6341e+19,6.3948e+19,7.1388e+19,7.8602e+19,8.5545e+19,9.2203e+19,9.8575e+19,1.0469e+20,1.1052e+20,1.161e+20,1.2143e+20,1.2653e+20,1.3141e+20
2143.5,1.816e+05,1.5385e+07,1.3035e+09,1.1043e+11,9.3556e+12,7.9132e+14,5.8959e+16,9.4696e+17,3.3777e+18,7.3158e+18,1.2539e+19,1.8606e+19,2.5219e+19,3.2023e+19,3.8841e+19,4.5547e+19,5.2065e+19,5.8346e+19,6.4346e+19,7.0043e+19,7.5408e+19,8.0446e+19,8.5169e+19,8.9626e+19,9.3795e+19,9.7708e+19,1.0138e+20,1.0484e+20,1.0811e+20
2384.2,2.0199e+05,1.7113e+07,1.4499e+09,1.2283e+11,1.0406e+13,8.8018e+14,6.5507e+16,1.0372e+18,3.5999e+18,7.5793e+18,1.2661e+19,1.8389e+19,2.4422e+19,3.0425e+19,3.6267e+19,4.1862e+19,4.7166e+19,5.2156e+19,5.6806e+19,6.1114e+19,6.5076e+19,6.8711e+19,7.2044e+19,7.5116e+19,7.7925e+19,8.05e+19,8.2872e+19,8.5074e+19,8.714e+19
2611.7,2.2127e+05,1.8746e+07,1.5882e+09,1.3455e+11,1.1399e+13,9.6415e+14,7.1672e+16,1.1179e+18,3.7707e+18,7.7107e+18,1.2509e+19,1.7768e+19,2.3123e+19,2.8272e+19,3.3143e+19,3.7689e+19,4.1889e+19,4.574e+19,4.9241e+19,5.2408e+19,5.5252e+19,5.7802e+19,6.0091e+19,6.2152e+19,6.3998e+19,6.566e+19,6.7172e+19,6.8568e+19,6.9884e+19
2840.8,2.4067e+05,2.039e+07,1.7275e+09,1.4635e+11,1.2399e+13,1.0487e+15,7.7863e+16,1.1963e+18,3.9213e+18,7.7881e+18,1.2271e+19,1.7005e+19,2.1656e+19,2.5986e+19,2.9966e+19,3.3582e+19,3.6835e+19,3.9741e+19,4.2316e+19,4.4583e+19,4.6563e+19,4.8287e+19,4.9789e+19,5.1094e+19,5.2225e+19,5.3211e+19,5.4085e+19,5.488e+19,5.5625e+19
3045.2,2.5799e+05,2.1858e+07,1.8518e+09,1.5689e+11,1.3291e+13,1.1241e+15,8.336e+16,1.2604e+18,4.0092e+18,7.7293e+18,1.187e+19,1.6022e+19,1.9982e+19,2.3562e+19,2.6765e+19,2.9593e+19,3.2068e+19,3.4216e+19,3.6063e+19,3.7641e+19,3.8978e+19,4.0106e+19,4.1059e+19,4.1859e+19,4.2533e+19,4.3109e+19,4.3617e+19,4.4083e+19,4.4534e+19
