z,a1,n0,n1,a0,a0_avg
0.0871,0.001,1.0,0.003936,0.932597,0.932597
0.1828,0.07595,1.0,0.053739,0.932597,0.932597
0.2785,0.07595,1.0,0.053739,0.932597,0.932597
0.3742,0.07595,1.0,0.053739,0.932597,0.932597
0.4699,0.07595,1.0,0.053739,0.932597,0.932597
0.5656,0.10593,1.0,0.07366,0.932597,0.932597
0.6613,0.72052,1.0,0.140592,0.932597,0.932597
0.757,0.72052,1.0,0.426855,0.932597,0.932597
0.8527,0.814544,1.0,0.581653,0.932597,0.932597
0.9484,0.944149,1.0,0.631456,0.932597,0.932597
1.0441,1.02032,0.986374,0.68126,0.932597,0.932597
1.1398,1.09527,0.907571,0.731063,0.932597,0.932597
1.2355,1.17022,0.811606,0.780866,0.932597,0.932597
1.3312,1.190208,0.724802,0.830669,0.932597,0.932597
1.4269,1.195148,0.658963,0.880472,0.932597,0.932597
1.5226,1.195148,0.604081,0.930074,0.932597,0.932597
1.6183,1.195148,0.557411,0.967619,0.932597,0.932597
1.714,1.195148,0.510266,0.996673,0.932597,0.932597
1.8097,1.203695,0.462613,1.0,0.932597,0.932597
1.9054,1.214565,0.41732,1.0,0.932597,0.932597
2.0011,1.23018,0.376889,1.0,0.932597,0.932597
