z,a1,n0,n1,a0,a0_avg
0.0871,0.297757,1.0,1.0,0.97514,0.977417
0.1828,0.301219,1.0,0.999999,0.975528,0.977417
0.2785,0.299047,1.0,1.0,0.975342,0.977417
0.3742,0.302517,1.0,1.0,0.975781,0.977417
0.4699,0.306963,1.0,1.0,0.976323,0.977417
0.5656,0.292629,1.0,1.0,0.974488,0.977417
0.6613,1.070404,0.95229,1.0,1.0,0.977417
0.757,1.339558,0.434825,0.8759,0.987392,0.977417
0.8527,1.747839,0.209983,0.382278,0.988852,0.977417
0.9484,2.048115,0.141828,0.19702,0.989721,0.977417
1.0441,2.257184,0.165337,0.119222,0.98741,0.977417
1.1398,2.380217,0.178431,0.087101,0.983618,0.977417
1.2355,2.516902,0.146436,0.061529,0.980639,0.977417
1.3312,2.672687,0.111638,0.041802,0.97902,0.977417
1.4269,2.819879,0.085041,0.028781,0.977993,0.977417
1.5226,2.951368,0.066523,0.020606,0.977093,0.977417
1.6183,3.0,0.052751,0.017427,0.973159,0.977417
1.714,3.0,0.043,0.016474,0.967941,0.977417
1.8097,3.0,0.035963,0.015737,0.963603,0.977417
1.9054,3.0,0.030687,0.01513,0.959979,0.977417
2.0011,3.0,0.026813,0.014647,0.956742,0.977417
