z,a1,n0,n1,a0,a0_avg
0.0871,0.00573,1.0,0.000173,0.967832,0.976588
0.1828,0.003851,1.0,6.7e-05,0.967828,0.976588
0.2785,2.499999,1.0,7e-05,0.968734,0.976588
0.3742,0.003779,1.0,4.3e-05,0.967831,0.976588
0.4699,0.004115,1.0,0.000423,0.967833,0.976588
0.5656,0.014979,1.0,5e-06,0.96777,0.976588
0.6613,0.793967,1.0,1.0,0.999069,0.976588
0.757,1.17821,0.799792,1.0,1.0,0.976588
0.8527,1.267855,0.454601,1.0,0.98543,0.976588
0.9484,1.538355,0.27829,0.589591,0.985704,0.976588
1.0441,1.737069,0.218737,0.382194,0.985711,0.976588
1.1398,1.898404,0.241189,0.265002,0.984386,0.976588
1.2355,2.033953,0.249159,0.191466,0.981761,0.976588
1.3312,2.161387,0.213319,0.142602,0.979967,0.976588
1.4269,2.37675,0.089272,0.087236,0.981875,0.976588
1.5226,2.356044,0.16813,0.087041,0.976728,0.976588
1.6183,2.422181,0.161926,0.074466,0.976417,0.976588
1.714,2.497226,0.145764,0.061894,0.975712,0.976588
1.8097,2.5,0.131621,0.05914,0.970718,0.976588
1.9054,2.5,0.021339,0.050845,0.95446,0.976588
2.0011,2.5,0.124482,0.055605,0.962577,0.976588
