0,0,0,0.087017,0.18263,0.27824,0.37384,0.4692,0.55769,0.61301,0.64769,0.67515,0.6994,0.72179,0.74303,0.76347,0.78317,0.80238,0.82113,0.83949,0.85749,0.87513,0.89254,0.90963
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46919,0.55739,0.61126,0.64327,0.66771,0.6888,0.70795,0.7259,0.743,0.75935,0.77516,0.79051,0.80544,0.81999,0.83419,0.84813,0.86174
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46918,0.55711,0.60958,0.63902,0.66055,0.67859,0.69464,0.70942,0.72332,0.73645,0.74903,0.76111,0.77277,0.78404,0.79496,0.80559,0.81591
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46917,0.55684,0.608,0.63506,0.6539,0.6691,0.68227,0.69414,0.70507,0.71525,0.72485,0.73395,0.74262,0.7509,0.75883,0.76647,0.77381
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46917,0.55661,0.6066,0.63153,0.64796,0.66066,0.67128,0.68056,0.68888,0.69646,0.70344,0.70992,0.71597,0.72164,0.72698,0.73202,0.73678
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46916,0.55641,0.60543,0.62858,0.64301,0.65362,0.66211,0.66925,0.67541,0.68083,0.68566,0.68998,0.69388,0.69742,0.70063,0.70355,0.70622
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46915,0.55626,0.60454,0.62635,0.63926,0.64829,0.65519,0.66071,0.66525,0.66906,0.67227,0.67499,0.67729,0.67924,0.68088,0.68224,0.68337
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46915,0.55617,0.60398,0.62493,0.63689,0.64493,0.65081,0.65532,0.65884,0.66164,0.66384,0.66555,0.66685,0.6678,0.66846,0.66884,0.66901
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46915,0.55613,0.60379,0.62445,0.63609,0.64378,0.64933,0.65349,0.65666,0.65912,0.66097,0.66235,0.66331,0.66393,0.66425,0.66431,0.66416
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46915,0.55617,0.60398,0.62493,0.63689,0.64493,0.65081,0.65532,0.65884,0.66164,0.66384,0.66555,0.66685,0.6678,0.66846,0.66884,0.66901
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46915,0.55626,0.60454,0.62635,0.63926,0.64829,0.65519,0.66071,0.66525,0.66906,0.67227,0.67499,0.67729,0.67924,0.68088,0.68224,0.68337
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46916,0.55641,0.60543,0.62858,0.64301,0.65362,0.66211,0.66925,0.67541,0.68083,0.68566,0.68998,0.69388,0.69742,0.70063,0.70355,0.70622
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46917,0.55661,0.6066,0.63153,0.64796,0.66066,0.67128,0.68056,0.68888,0.69646,0.70344,0.70992,0.71597,0.72164,0.72698,0.73202,0.73678
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46917,0.55684,0.608,0.63506,0.6539,0.6691,0.68227,0.69414,0.70507,0.71525,0.72485,0.73395,0.74262,0.7509,0.75883,0.76647,0.77381
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46918,0.55711,0.60958,0.63902,0.66055,0.67859,0.69464,0.70942,0.72332,0.73645,0.74903,0.76111,0.77277,0.78404,0.79496,0.80559,0.81591
0,0,0,0.087017,0.18263,0.27824,0.37384,0.46919,0.55739,0.61126,0.64327,0.66771,0.6888,0.70795,0.7259,0.743,0.75935,0.77516,0.79051,0.80544,0.81999,0.83419,0.84813,0.86174
0,0,0,0.087017,0.18263,0.27824,0.37384,0.4692,0.55769,0.61301,0.64769,0.67515,0.6994,0.72179,0.74303,0.76347,0.78317,0.80238,0.82113,0.83949,0.85749,0.87513,0.89254,0.90963
