0,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46671,0.55277,0.60562,0.647,0.68317,0.71589,0.74608,0.77444,0.80122,0.82671,0.85101,0.87421,0.89642,0.91772,0.93826,0.95813,0.97743
0.13577,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46671,0.55237,0.60337,0.64239,0.67601,0.70603,0.73343,0.75889,0.7827,0.80513,0.82629,0.8463,0.86528,0.8833,0.90053,0.91706,0.933
0.27155,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46671,0.55196,0.60112,0.6378,0.66888,0.69625,0.72088,0.74351,0.76441,0.78385,0.80197,0.81889,0.83474,0.84963,0.86368,0.87703,0.88976
0.40732,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.4667,0.55156,0.59888,0.63325,0.66183,0.68658,0.70853,0.7284,0.74648,0.76307,0.7783,0.7923,0.80522,0.81716,0.82827,0.83867,0.84846
0.54309,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.4667,0.55116,0.59666,0.62875,0.65487,0.67708,0.69644,0.71367,0.72909,0.74299,0.75552,0.76682,0.77704,0.78631,0.79476,0.80252,0.80969
0.67887,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.4667,0.55077,0.59447,0.62431,0.64806,0.66782,0.68471,0.69946,0.7124,0.72383,0.7339,0.74277,0.7506,0.75751,0.76364,0.76912,0.77405
0.81464,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46669,0.55037,0.59231,0.61997,0.64142,0.65886,0.67343,0.68588,0.69656,0.70577,0.71366,0.72041,0.72617,0.73108,0.73527,0.73886,0.74196
0.95042,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46669,0.54999,0.59019,0.61573,0.63499,0.65025,0.66269,0.67305,0.6817,0.68895,0.69496,0.69991,0.70394,0.7072,0.70981,0.7119,0.71356
1.0862,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46669,0.54961,0.58813,0.61164,0.62883,0.64206,0.65255,0.66105,0.66792,0.6735,0.67793,0.6814,0.68403,0.68599,0.68738,0.68833,0.68892
1.222,-0.19868,-0.10361,-0.0085431,0.086523,0.18159,0.27666,0.37172,0.46668,0.54925,0.58613,0.60769,0.62294,0.63432,0.64306,0.64991,0.65527,0.65943,0.66257,0.66484,0.66638,0.66734,0.66782,0.66793,0.66775
