z,a1,n0,n1,a0,a0_avg
0.0871,0.523248,1.0,1.0,0.957691,0.961542
0.1828,0.526411,1.0,1.0,0.958266,0.961542
0.2785,0.524135,1.0,1.0,0.957865,0.961542
0.3742,0.527874,1.0,1.0,0.958463,0.961542
0.4699,0.515424,1.0,1.0,0.956186,0.961542
0.5656,0.603749,1.0,1.0,0.963403,0.961542
0.6613,0.843201,1.0,1.0,0.974021,0.961542
0.757,1.04551,0.962768,1.0,0.977659,0.961542
0.8527,1.148946,0.817236,1.0,0.972727,0.961542
0.9484,1.190568,0.668405,1.0,0.961869,0.961542
1.0441,1.289372,0.54257,0.844035,0.956922,0.961542
1.1398,1.442218,0.443046,0.628857,0.959264,0.961542
1.2355,1.582252,0.364374,0.472496,0.960766,0.961542
1.3312,1.698231,0.307329,0.370926,0.960744,0.961542
1.4269,1.805259,0.260554,0.293136,0.96078,0.961542
1.5226,1.897034,0.223101,0.239547,0.960447,0.961542
1.6183,1.98053,0.192618,0.197654,0.959972,0.961542
1.714,2.057579,0.166774,0.164917,0.959571,0.961542
1.8097,2.129417,0.145944,0.139234,0.959086,0.961542
1.9054,2.192193,0.128401,0.119959,0.958461,0.961542
2.0011,2.258893,0.113804,0.102366,0.958217,0.961542
