0.0871
0.1828
0.2785
0.3742
0.4699
0.5656
0.6613
0.757
0.8527
0.9484
1.0441
1.1398
1.2355
1.3312
1.4269
1.5226
1.6183
1.714
1.8097
1.9054
2.0011
