z,a1,n0,n1,a0,a0_avg
0.0871,0.229,1.0,2.0,0.961542,0.961542
0.1828,0.3385,1.0,2.0,0.961542,0.961542
0.2785,0.385943,1.0,2.0,0.961542,0.961542
0.3742,0.387407,1.0,2.0,0.961542,0.961542
0.4699,0.387407,1.0,1.955187,0.961542,0.961542
0.5656,0.434072,1.0,2.0,0.961542,0.961542
0.6613,0.602787,1.0,2.0,0.961542,0.961542
0.757,0.764845,0.962768,2.0,0.961542,0.961542
0.8527,0.921811,0.817236,1.700015,0.961542,0.961542
0.9484,1.054104,0.668405,1.40003,0.961542,0.961542
1.0441,1.187393,0.54257,1.100045,0.961542,0.961542
1.1398,1.343296,0.443046,0.80006,0.961542,0.961542
1.2355,1.543,0.364374,0.517758,0.961542,0.961542
1.3312,1.6525,0.307329,0.412328,0.961542,0.961542
1.4269,1.762,0.260554,0.324081,0.961542,0.961542
1.5226,1.8715,0.223101,0.255099,0.961542,0.961542
1.6183,1.981,0.192618,0.199119,0.961542,0.961542
1.714,2.075145,0.166774,0.160217,0.961542,0.961542
1.8097,2.151855,0.145944,0.134156,0.961542,0.961542
1.9054,2.2,0.128401,0.119986,0.961542,0.961542
2.0011,2.2,0.113804,0.119557,0.961542,0.961542
