z,a1,n0,n1,a0,a0_avg
0.0871,0.284,1.0,2.0,0.968144,0.968144
0.1828,0.421,1.0,2.0,0.968144,0.968144
0.2785,0.558,1.0,1.882468,0.968144,0.968144
0.3742,0.620065,1.0,1.500025,0.968144,0.968144
0.4699,0.66189,1.0,1.40003,0.968144,0.968144
0.5656,0.812578,1.0,1.300035,0.968144,0.968144
0.6613,1.009991,0.955443,1.20004,0.968144,0.968144
0.757,1.139576,0.785824,1.100045,0.968144,0.968144
0.8527,1.225272,0.611783,1.00005,0.968144,0.968144
0.9484,1.292964,0.475291,0.900055,0.968144,0.968144
1.0441,1.352004,0.374842,0.80006,0.968144,0.968144
1.1398,1.414757,0.303684,0.700065,0.968144,0.968144
1.2355,1.481292,0.248794,0.60007,0.968144,0.968144
1.3312,1.555174,0.205179,0.500075,0.968144,0.968144
1.4269,1.654,0.172716,0.40008,0.968144,0.968144
1.5226,1.791,0.147959,0.300085,0.968144,0.968144
1.6183,1.957009,0.128585,0.20009,0.968144,0.968144
1.714,2.26258,0.113071,0.100095,0.968144,0.968144
1.8097,2.75,0.100487,0.03139,0.968144,0.968144
1.9054,2.75,0.08942,0.031121,0.968144,0.968144
2.0011,2.75,0.080144,0.030844,0.968144,0.968144
