z,a1,n0,n1,a0,a0_avg
0.0871,0.73436,1.0,1.0,0.965478,0.968144
0.1828,0.734372,1.0,1.0,0.965479,0.968144
0.2785,0.734366,1.0,1.0,0.965475,0.968144
0.3742,0.735402,1.0,1.0,0.965523,0.968144
0.4699,0.762269,1.0,1.0,0.966336,0.968144
0.5656,0.907387,1.0,1.0,0.969169,0.968144
0.6613,1.130939,0.955443,0.899979,0.971277,0.968144
0.757,1.401275,0.785824,0.617478,0.975949,0.968144
0.8527,1.62501,0.611783,0.421781,0.978468,0.968144
0.9484,1.816597,0.475291,0.292418,0.979464,0.968144
1.0441,1.981592,0.374842,0.20663,0.979293,0.968144
1.1398,2.125009,0.303684,0.150923,0.978428,0.968144
1.2355,2.251815,0.248794,0.112406,0.977405,0.968144
1.3312,2.366255,0.205179,0.084688,0.976403,0.968144
1.4269,2.471703,0.172716,0.065159,0.97549,0.968144
1.5226,2.5,0.147959,0.058383,0.970346,0.968144
1.6183,2.5,0.128585,0.055647,0.964243,0.968144
1.714,2.5,0.113071,0.053371,0.958791,0.968144
1.8097,2.5,0.100487,0.051439,0.953809,0.968144
1.9054,2.5,0.08942,0.049388,0.949223,0.968144
2.0011,2.5,0.080144,0.047532,0.944968,0.968144
